filename,rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,Class
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-16,0.152881905,0.208882797,1841.120017,1691.039404,3300.427109,0.108120465,-140.8443538,110.036498,-51.85595672,24.17308198,-11.25030793,10.17807988,-9.565369849,1.239703559,-9.980081761,-2.977752193,-9.17757184,-3.750291629,-9.685236334,-8.533023646,-4.945135653,3.401759679,-5.154353513,-0.519896967,-10.93208683,-6.423557409,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-17,0.149934113,0.201259068,1818.988284,1658.70778,3238.065501,0.113380918,-149.1242059,112.9853526,-51.9154629,22.5265857,-11.98391457,12.81425778,-9.259327983,-2.364202585,-11.10454475,-3.81405238,-8.640500201,-4.174579146,-10.69300371,-9.553523394,-4.504947481,3.233951782,-7.063237144,-2.545271945,-11.09996645,-4.871956419,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-18,0.161221534,0.210988276,1898.475132,1717.624382,3435.332223,0.118120172,-143.913402,105.6300655,-49.30111388,26.15746318,-9.933658816,16.35920673,-9.259081056,-4.778531038,-15.74585776,-2.744822369,-5.07651159,-0.530965986,-10.8563632,-12.00703851,-6.42817938,3.165888154,-5.389187429,-1.405198158,-10.94062041,-6.793349131,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-19,0.168085799,0.219161117,1871.513236,1688.42778,3360.933797,0.115590985,-124.9654458,107.4304135,-55.3808967,23.15703461,-10.21415324,17.73990784,-8.220748114,-3.865451342,-14.95911664,-6.189297618,-11.11156357,-0.174379522,-9.134532618,-11.38099006,-8.009582123,2.008387168,-7.930007851,-0.003212701,-13.06696993,-9.35313137,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-20,0.158583298,0.225259622,1790.434753,1645.822972,3228.548954,0.110653309,-144.5398659,110.4965254,-50.80016412,28.38298314,-9.614121161,17.12019051,-6.351350304,-3.651804207,-15.14300774,-9.717822403,-12.99662426,2.418781714,-4.899578822,-9.953073505,-7.376879695,-0.571189687,-7.946166527,2.126989203,-7.886027905,-5.33950905,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-1,0.091303997,0.250974681,2694.307292,1504.026197,4124.541726,0.23514975,-295.2800459,17.98988599,-108.3537506,14.22144327,-52.11928431,-33.0007615,-24.01272596,-31.13326165,-21.44118701,-6.311357066,0.425869425,9.370048422,-6.658104762,4.65155641,-5.661746739,7.362039029,14.49495883,12.46949741,0.111714801,6.140192436,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-2,0.106905274,0.251671562,2571.36068,1459.135951,4081.175322,0.20591939,-237.9485149,26.73371465,-126.2806925,18.72087331,-59.69126202,-27.98650142,-25.66072498,-37.44804126,-27.35635687,-15.53031435,-6.463569264,13.51806457,-1.88623798,0.344492805,-6.99455072,6.083482963,13.29418372,11.398834,-1.688597691,2.398559196,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-3,0.108926542,0.23900111,2344.421702,1418.675512,3873.326579,0.176221912,-221.9551149,46.24707856,-129.5189921,22.71803753,-55.56936911,-29.23532218,-21.99561414,-39.23504961,-30.489329,-24.38786404,-13.06461148,8.719361744,-1.230724619,1.588916087,-11.5307611,-4.275050522,10.66214674,12.14055081,-3.872202248,-2.287960009,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-4,0.093031228,0.243126872,2070.231756,1362.543694,3551.878522,0.153913657,-243.1287373,70.29441434,-121.024085,31.10675742,-44.45665658,-33.95702903,-13.95712003,-40.18720267,-28.58706749,-29.15525584,-21.46261643,-4.668669005,-15.11510334,-3.858651125,-12.42656478,-8.533987888,3.732683629,3.245887167,-1.978957374,4.927260775,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-5,0.126639694,0.26708299,2123.908263,1433.589777,3673.544453,0.1603112,-195.8041479,71.21064376,-109.7061117,33.12548476,-41.14886708,-17.64072872,-6.940573926,-27.25342727,-17.64926891,-21.0968646,-15.88626158,-5.208898485,-19.2053803,-9.21637441,-15.66113371,-5.996848079,2.781715072,8.961250248,0.070395824,3.655562231,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-6,0.153642967,0.298679859,2113.468707,1501.44527,3737.544066,0.155986963,-127.057916,92.34457857,-106.031197,33.21255652,-33.44329812,-1.599220951,2.939697447,-17.51473347,-8.731301582,-12.59388204,-18.37943996,-4.560621921,-21.54108728,-12.58593021,-16.33821402,-6.317184102,-5.178295522,6.213944084,-5.838400145,-0.54759298,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-7,0.151557431,0.311250765,2099.391513,1514.542546,3738.227395,0.152804065,-125.5493383,93.81838721,-105.13099,30.87888836,-32.83410927,-2.431236818,2.747535577,-16.49652404,-8.091222348,-11.72481696,-19.18988959,-4.92794223,-20.88901368,-10.09459059,-12.48213556,-2.763569572,-0.486299793,4.77253958,-8.27294722,-3.591260341,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-8,0.158779442,0.321928594,2146.049077,1571.947334,3794.74372,0.154959003,-106.7175694,93.9642854,-97.90206963,29.28989733,-31.26252062,-1.383879346,1.556687836,-11.87327311,-7.622378799,-7.10386213,-15.51280766,0.004369982,-17.53001396,-8.729776652,-11.54500185,-2.609522438,-3.452316459,3.179690755,-11.6197848,-5.149215574,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-9,0.153935641,0.295521997,2255.707664,1644.292146,3873.043247,0.162021696,-102.2733796,82.59937136,-90.97195022,29.80631105,-29.5251896,1.566542588,0.593268914,-1.007048928,-6.80533461,-0.561780459,-5.917557103,4.444326413,-13.28862102,-6.872886325,-11.99411095,-0.803922975,-11.83999507,-2.770818287,-15.26038593,-5.462323566,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-10,0.151356116,0.286097172,2117.473902,1530.140127,3720.844167,0.152451837,-136.1406063,85.80711108,-99.68223465,29.38102102,-33.35840403,-5.698859153,-4.607768475,-16.26504204,-10.37634863,-10.52543268,-15.42742388,-3.824370331,-16.03135142,-4.911459713,-4.260564815,6.043106399,-0.345226585,1.815165249,-14.5905922,-9.443482732,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-11,0.160106495,0.28380408,2305.168705,1641.844092,3969.842662,0.166589318,-111.7849514,74.92575614,-91.42184831,28.29407793,-32.6754276,1.840709621,-4.12366843,-6.255170279,-7.693811887,-2.772913337,-7.231831343,5.168597737,-11.20819092,-4.206185688,-10.50312098,3.079694226,-7.612200911,0.100887578,-17.12439172,-10.09206096,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-12,0.15759629,0.259814832,2327.74399,1626.993015,3941.342834,0.168689078,-123.1479175,73.64112747,-90.42425025,31.63455576,-30.04754636,0.26992759,-4.599217673,-7.002386262,-10.01490587,-1.712606594,-2.70243249,10.72198274,-8.137463621,-8.648157928,-13.27974777,-1.281785618,-6.548188952,-3.560737239,-20.75395977,-8.099884611,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-13,0.16560699,0.282114325,2342.694182,1685.032364,4001.209139,0.167188709,-91.49786862,75.75468404,-88.42568646,26.00355003,-32.4299487,2.371645696,-1.224626089,-2.131146061,-7.025151485,0.232493561,-6.159623723,6.084412142,-9.729433537,-5.373030984,-9.148402437,3.773800329,-5.206273034,1.274334476,-16.79903495,-8.685846183,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-14,0.149649814,0.29017794,2134.323273,1587.811019,3735.144081,0.148495701,-116.9373623,87.1887455,-95.61934468,28.67567918,-27.60450278,1.529428813,3.670069557,-6.019553635,-4.128760128,-6.52066999,-11.56594401,-3.681115447,-19.91005761,-10.95999244,-14.88418802,-4.341441478,-9.980276596,-3.24574607,-10.17041813,0.120881566,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-15,0.159160137,0.306885114,2159.447952,1567.306033,3833.993483,0.154912895,-118.957109,85.82406027,-98.24979274,31.95810689,-30.02870206,1.575150735,-0.912328527,-13.55612917,-6.827233631,-7.990366694,-13.15100015,-3.041356795,-19.30657823,-7.151748699,-13.40829208,-3.33371488,-5.627298333,2.876763463,-8.679233372,-2.086035724,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-16,0.144063264,0.292944918,2145.245746,1512.885919,3751.110651,0.151957509,-139.837091,83.28292264,-101.1175515,30.08664054,-27.75593583,-4.943935486,-1.967830006,-16.40293165,-12.64247138,-6.855758082,-12.71384546,2.580571922,-17.31385019,-1.21707705,-8.466290866,-1.999480496,3.391750696,9.422425074,-9.457342259,-4.189701144,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-17,0.156112269,0.305927693,2136.322245,1522.505426,3739.494054,0.153976393,-127.1767901,87.37790048,-98.00319822,29.54046243,-29.0534455,-3.297404416,-1.518112921,-13.24972245,-13.03302082,-5.493378473,-11.6272268,4.362519842,-16.7903053,-3.637428826,-10.07984197,-3.521293519,2.228583514,9.098882379,-10.09208376,-4.861073091,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-18,0.154899031,0.306202796,2114.555329,1487.202052,3746.444012,0.15531123,-138.7162846,85.40263063,-103.4832657,29.94514976,-33.08204389,-8.911747491,-7.439226763,-19.34074455,-16.73549067,-9.17373442,-16.63601347,1.739520214,-16.85702119,-4.253613693,-8.764269777,-4.91848814,3.288321255,12.43563106,-5.624898489,-4.397931571,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-19,0.150332451,0.306820233,1984.151013,1435.065464,3557.511822,0.141596272,-143.1198488,100.9614346,-107.6172818,33.83521615,-30.55107737,-10.55588777,-3.967683371,-20.24325346,-7.427005491,-11.22521137,-17.81854415,-2.607402501,-17.44813116,-6.607526116,-13.37880641,-8.287104625,-1.531393648,4.442533135,-4.843240764,-1.248340915,hamsadhvani
Aneesh Vidyashankar - Vathapi.mp3-20,0.159018338,0.326839918,1974.440359,1507.422718,3569.595082,0.134399792,-112.5759493,110.0717047,-97.08978808,35.51525774,-22.37155327,-1.835136787,3.646010609,-11.60953372,-0.223665664,-4.30312928,-11.89176971,1.546107609,-13.98006539,-5.27678736,-13.00351073,-7.50838865,-7.511692282,-2.926587714,-13.52947419,-3.116695188,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-1,0.087679036,0.195924503,1805.004288,1685.245621,3337.4247,0.10287007,-258.0031109,100.8649939,-36.84265509,30.26699055,-12.9582961,3.303058431,-17.32888323,-8.932220585,-7.85552794,2.600970974,7.999955562,2.816356783,-9.173122291,-13.31663515,-11.32749035,-2.257175432,-3.667259159,1.580367388,-1.858604048,-4.197838472,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-2,0.087679036,0.195924503,1805.004288,1685.245621,3337.4247,0.10287007,-258.0031109,100.8649939,-36.84265509,30.26699055,-12.9582961,3.303058431,-17.32888323,-8.932220585,-7.85552794,2.600970974,7.999955562,2.816356783,-9.173122291,-13.31663515,-11.32749035,-2.257175432,-3.667259159,1.580367388,-1.858604048,-4.197838472,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-3,0.146017149,0.191611597,1895.630014,1657.62551,3493.076693,0.107695276,-148.8686764,103.562309,-60.39237315,25.67496936,-21.2982869,5.867841147,-17.54543452,-10.57614876,-11.40261342,-4.899752862,-5.682151497,3.063057679,-7.617682994,-15.64119351,-9.389915849,-0.383208585,-8.344258386,-0.68792051,-7.377073834,-2.933406431,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-4,0.144150153,0.21221239,1846.355832,1679.214674,3404.504257,0.111787146,-143.8443245,109.4634527,-52.60205389,28.69411883,-15.98148455,9.128546936,-15.51175442,-8.622987853,-13.21631576,-3.451126313,-5.896554458,-0.008828195,-11.55853531,-16.10670576,-7.998403741,3.496556117,-5.943549745,1.862136282,-5.171808548,-5.146248304,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-5,0.168986395,0.202139144,1890.888669,1693.336102,3411.319073,0.116359982,-136.9020051,104.1530142,-52.93644525,26.4819387,-12.06231028,12.88425622,-14.92413963,-9.125002318,-14.55125957,-4.551397887,-8.402545445,-0.492492533,-11.93763137,-13.18862793,-8.336205269,3.061643603,-5.794434404,1.289192753,-9.618939882,-6.250610798,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-6,0.139288366,0.240398612,1883.862511,1783.69581,3624.5744,0.104178554,-121.8087074,109.0501809,-48.8967316,28.66241532,-18.09971283,5.113018625,-18.9781477,-7.891239615,-12.00859409,-2.502562163,-8.364308387,-0.469250017,-12.6769568,-13.32729236,-9.404236678,1.83056804,-9.644484456,4.325284112,-5.070446468,-5.171351893,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-7,0.143397361,0.205310217,1937.816253,1763.932518,3631.268242,0.113226387,-136.8749085,103.0844892,-50.42256886,28.57838815,-17.55531387,7.254545961,-16.06654903,-7.325048185,-12.18828954,-2.911137894,-7.19580561,-2.330617447,-12.75809275,-13.67515145,-7.241593973,2.760409945,-8.018447361,3.467615593,-5.315253215,-5.037136921,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-8,0.190261006,0.181890209,1886.804868,1670.788707,3409.524639,0.120544205,-135.3571975,103.7937904,-54.29922402,23.43700912,-9.905687337,22.24037962,-8.890459034,-9.977870448,-16.21883092,-4.806215706,-10.06811285,-3.08647373,-13.00705596,-9.739680821,-3.675616149,0.535614955,-9.287770076,-0.547397721,-8.804576834,-5.500140848,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-9,0.125191957,0.245473749,1918.671426,1785.058617,3594.976327,0.108331687,-137.2251483,106.3227518,-50.56586801,25.83760338,-13.7315641,6.639855009,-14.2349734,-5.07396357,-13.04470389,-5.702599737,-9.019994831,-0.493931051,-9.788629397,-9.325496254,-6.224491565,0.358663809,-7.662616977,0.295563934,-10.11460139,-5.804105034,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-10,0.099367216,0.277071522,1850.659949,1898.230324,3723.631167,0.0801147,-143.2493602,114.5304835,-38.94023208,24.01812306,-15.19320905,2.307504486,-18.99564519,-1.337171631,-9.859216358,-3.323028611,-11.01916999,2.590992929,-7.612247012,-10.27073724,-8.335253348,-2.328142664,-12.68268777,-1.889763092,-10.8173335,-3.559168717,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-11,0.159303382,0.234592973,1928.656245,1709.68293,3397.266036,0.118867224,-136.5241524,103.6052673,-52.27841314,21.21725033,-11.60276915,13.77170537,-14.28667978,-5.519671224,-13.07810368,-3.479426868,-6.613305469,-0.959554609,-13.526962,-12.95802401,-7.101379481,2.107458281,-5.089674399,2.93766445,-8.124331562,-7.854189039,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-12,0.171038821,0.205177423,1837.032656,1635.529819,3251.574158,0.115722656,-131.6157608,109.7024009,-57.73124118,19.01668643,-14.46654329,13.57626214,-12.8775315,-8.325308459,-12.40846604,-4.00041226,-9.368238113,-0.54752396,-11.1709758,-10.51946309,-3.906504867,2.045733404,-8.626118286,0.764438195,-9.554347864,-7.801118161,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-13,0.14470908,0.247453835,1867.910967,1704.336526,3467.047325,0.112266283,-123.437438,111.211309,-53.69948914,29.48279576,-12.65269683,11.27027801,-13.69178676,-5.922403758,-10.08071318,-2.300849728,-9.915945836,-1.333362461,-11.26224252,-12.97078919,-7.176674522,2.335181689,-8.321680537,2.042945249,-7.855223461,-6.464335311,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-14,0.156713367,0.22910743,1857.824399,1687.856146,3386.156678,0.113627802,-123.7080564,110.773585,-54.85879907,25.02727895,-13.62024553,12.36272466,-13.11505331,-5.636359197,-12.16330548,-4.441102783,-10.87016168,-1.141239046,-10.18809351,-11.98693986,-6.283991474,2.692735598,-7.375180978,0.905236675,-9.484073708,-6.389771433,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-15,0.164800525,0.212021324,1845.692449,1644.497435,3269.538657,0.115624817,-127.7186055,110.6212722,-58.34673721,22.07960207,-11.78308187,16.62622975,-9.413361122,-5.654365793,-15.09400557,-5.390151871,-10.10408041,-0.713633222,-9.623865839,-10.9976661,-7.626696735,3.163621297,-6.502230644,0.717437917,-10.61269535,-6.073068604,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-16,0.152881905,0.208882797,1841.120017,1691.039404,3300.427109,0.108120465,-140.8443538,110.036498,-51.85595672,24.17308198,-11.25030793,10.17807988,-9.565369849,1.239703559,-9.980081761,-2.977752193,-9.17757184,-3.750291629,-9.685236334,-8.533023646,-4.945135653,3.401759679,-5.154353513,-0.519896967,-10.93208683,-6.423557409,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-17,0.149934113,0.201259068,1818.988284,1658.70778,3238.065501,0.113380918,-149.1242059,112.9853526,-51.9154629,22.5265857,-11.98391457,12.81425778,-9.259327983,-2.364202585,-11.10454475,-3.81405238,-8.640500201,-4.174579146,-10.69300371,-9.553523394,-4.504947481,3.233951782,-7.063237144,-2.545271945,-11.09996645,-4.871956419,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-18,0.161221534,0.210988276,1898.475132,1717.624382,3435.332223,0.118120172,-143.913402,105.6300655,-49.30111388,26.15746318,-9.933658816,16.35920673,-9.259081056,-4.778531038,-15.74585776,-2.744822369,-5.07651159,-0.530965986,-10.8563632,-12.00703851,-6.42817938,3.165888154,-5.389187429,-1.405198158,-10.94062041,-6.793349131,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-19,0.168085799,0.219161117,1871.513236,1688.42778,3360.933797,0.115590985,-124.9654458,107.4304135,-55.3808967,23.15703461,-10.21415324,17.73990784,-8.220748114,-3.865451342,-14.95911664,-6.189297618,-11.11156357,-0.174379522,-9.134532618,-11.38099006,-8.009582123,2.008387168,-7.930007851,-0.003212701,-13.06696993,-9.35313137,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-20,0.158583298,0.225259622,1790.434753,1645.822972,3228.548954,0.110653309,-144.5398659,110.4965254,-50.80016412,28.38298314,-9.614121161,17.12019051,-6.351350304,-3.651804207,-15.14300774,-9.717822403,-12.99662426,2.418781714,-4.899578822,-9.953073505,-7.376879695,-0.571189687,-7.946166527,2.126989203,-7.886027905,-5.33950905,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-1,0.107089818,0.383849737,2222.111956,2358.271717,4649.138554,0.114737024,-149.5655062,98.27757131,-10.15937959,13.97097419,0.767026077,8.430329775,-10.61731804,-0.631676111,-11.76233357,-9.174006082,-7.775447738,-1.663283574,-13.65757145,-1.717079822,1.299827102,6.527959333,-9.982591056,-6.293169178,-1.394504999,0.642389972,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-2,0.131370738,0.269802334,1973.828141,2100.871101,3974.775965,0.090213362,-170.6762409,94.9870375,-29.42427515,12.40447852,-13.56864941,-7.072012882,-8.536932082,-10.72282634,-16.6159791,-14.40541895,-14.96491789,-3.338279379,-6.709665229,-7.27244239,-2.329370961,-0.932902015,-8.55729701,-2.65712218,2.64092344,3.612988942,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-3,0.112345092,0.234040901,1956.451088,1988.582972,3777.627157,0.090615476,-200.3390489,85.47584512,-42.61815381,12.877871,-22.93901152,-14.50843707,-7.654255439,-16.0982811,-19.47200699,-17.46395286,-20.13834168,-6.799077866,-5.263844798,-10.8257391,-5.803114823,-3.247967195,-8.208408595,-1.729267409,1.398403892,2.486242779,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-4,0.162464395,0.218105548,1850.34926,1925.830862,3671.961129,0.073174161,-171.3294848,85.30111734,-44.89133581,13.93514509,-28.50522381,-13.06936428,-10.54522226,-19.90114877,-23.29091819,-19.39748215,-23.16761839,-7.57337598,-10.45066507,-15.3456649,-6.582631087,-3.488562364,-12.75149392,-5.137402862,1.773109656,3.287463954,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-5,0.117826365,0.209884923,1772.880138,1889.90192,3563.278453,0.069275469,-180.0051746,96.33864858,-45.24496859,14.6005733,-26.63610728,-14.61164314,-14.18964473,-21.38821584,-24.4829542,-18.84553851,-21.18105042,-4.01866755,-8.033730604,-13.48320708,-6.221605458,-0.436004926,-12.42035716,-3.704419072,3.042565625,-2.791626654,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-6,0.199156821,0.213717208,1898.090934,1893.718341,3731.494103,0.081254233,-142.9154583,83.0690088,-48.82385135,17.03345003,-28.4836226,-10.34110257,-14.09399148,-24.32263227,-25.6632844,-20.63572122,-23.86902393,-7.414844696,-8.677790089,-11.70348849,-3.933520297,-2.985493716,-8.214889847,2.232578681,2.5579113,-1.966102901,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-7,0.129377931,0.229664031,2296.076451,2031.750074,4221.907804,0.128513962,-159.5610475,70.98615133,-43.76592889,17.41453685,-29.4341294,-9.435737959,-12.05576362,-21.03030197,-23.04333344,-19.69204391,-19.19457795,-1.702016364,-4.447626073,-8.995757655,-5.714737019,-4.55001807,-6.327946357,3.556137983,3.225482525,-0.949593074,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-8,0.126994684,0.22359902,2504.915931,2113.476004,4526.722628,0.152348285,-163.924824,61.07994202,-40.00328097,13.41947559,-31.07045108,-14.12050194,-16.43438798,-17.26827286,-23.94577412,-13.83364153,-15.6228197,2.535879302,-5.900182701,-12.09707338,-8.495952983,-5.224878172,-9.676673452,-1.654753367,1.211162765,4.859957592,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-9,0.154168248,0.230072358,2298.742883,2067.609968,4197.024621,0.129595588,-142.8047135,70.23122178,-37.163871,19.77325724,-15.85154523,-5.081845434,-8.313089262,-12.49560243,-19.80383487,-7.405710906,-17.40089972,-1.966025583,-4.075476069,-9.932892633,-13.92128383,-6.982567783,-8.900516435,-5.1127679,-9.074087241,-2.778969361,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-10,0.119539596,0.319149897,2593.673965,2204.815212,4690.804969,0.163355021,-105.5181644,67.49231138,-36.47547641,21.66069135,-16.89577462,-1.963328186,-9.626790593,-11.63703143,-19.3780266,-2.074547816,-15.48161773,4.784255154,-0.749630352,-2.862102666,-11.05727025,-2.962601472,-8.771396435,-3.034599626,-8.588235747,-5.348358691,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-11,0.0734879,0.260831268,1926.237701,1932.141963,3606.82819,0.09493669,-222.0500053,90.04849737,-36.68893643,20.63639716,-17.88867969,-5.280868461,-3.577707982,-13.21703716,-21.71560725,-16.47649302,-19.88950111,-6.143664317,-3.134733687,-9.393229353,-7.87780077,1.564293868,-0.025369544,5.305558733,0.330140113,-1.257659,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-12,0.139448255,0.284394437,2334.274247,2164.934847,4355.156998,0.135839693,-119.8806114,74.9312747,-34.26527682,23.55350219,-11.87419868,-1.906982992,-10.63142556,-11.18372731,-17.31156333,-9.604505782,-20.44396916,-1.269001997,-3.384079452,-7.537337083,-10.70386243,-1.563062998,-4.107392751,-1.451567574,-8.627624395,-3.65112075,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-13,0.119243212,0.314045491,2458.707594,2146.620226,4520.622664,0.143054313,-110.3734341,70.99756463,-41.64329389,21.55695115,-21.33381631,-6.096529156,-8.514999888,-12.93600401,-21.03190875,-8.152599707,-19.68307857,0.058282181,-4.423320372,-4.466267584,-12.35630386,-2.028125546,-8.063345603,-2.444378798,-8.581099561,-5.303243988,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-14,0.103800133,0.319150091,2195.947293,2084.837444,4145.424933,0.109502739,-148.0155448,83.76491764,-42.36018829,15.82489423,-19.63405842,-11.9682579,-10.68206147,-16.13537959,-20.17283777,-13.73963154,-24.07639784,-9.668948832,-7.787436936,-9.332934803,-14.26357359,-1.349416845,-7.749164668,-1.64046678,-4.91882377,-0.831820653,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-15,0.099223629,0.356000528,2585.170642,2236.937136,4698.654921,0.156160809,-116.9186683,68.33784728,-44.5883359,15.08753335,-16.96849858,-12.94920474,-10.54000351,-12.37492456,-20.59241622,-9.755784901,-22.57024728,-10.28660523,-7.64357101,-4.934460378,-15.13480315,0.568986042,-9.922177301,-3.681996191,-10.55492319,-1.337944408,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-16,0.211913213,0.269990281,2076.792219,1966.39118,3904.976387,0.107400711,-90.49321824,85.03110921,-44.13142849,26.1152276,-23.02379925,-11.43889117,-8.874895889,-15.84730819,-22.59466247,-19.7259964,-24.62353365,-10.00733092,-6.452184435,-8.178221869,-14.26642557,-2.374883186,-4.270275258,3.385822336,1.410049251,4.266719941,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-17,0.214274302,0.25206729,2026.182861,2020.688013,3914.192998,0.090449189,-84.92506003,87.94507495,-43.87878003,23.00701296,-15.09213379,-7.684974447,-10.79949838,-14.30824236,-20.18188996,-17.16088753,-24.68756033,-10.08323821,-9.185844831,-12.22861839,-16.21714129,-6.834985203,-7.919352561,-3.61240676,-9.112522964,-0.926338756,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-18,0.177236125,0.289418877,2200.397635,2106.299127,4215.007846,0.105510322,-79.51014971,80.15557454,-49.41009841,14.64134264,-12.89817496,-3.546242401,-18.48909279,-17.77002299,-21.82331237,-19.36370097,-25.97573612,-9.879188887,-8.198489783,-10.48297988,-16.38223362,-7.173578511,-6.553975393,-1.654747932,-8.747251435,-0.476450132,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-19,0.185942069,0.275575505,2013.856713,2005.016005,3944.492815,0.087085641,-93.34427911,89.84924291,-51.25741817,14.91341865,-20.71932612,-12.99819289,-13.12535338,-17.21152003,-25.58659323,-20.60271207,-29.62344056,-11.85164413,-7.510158884,-12.41279073,-14.94642316,-5.65003481,-9.161612544,-2.382032691,-10.160406,-2.838416917,hamsadhvani
Mysore Brothers - Vandenishamaham.mp3-20,0.196822539,0.307897833,2020.259147,2037.855079,3973.959303,0.085819587,-76.99416816,92.7991281,-46.67652132,17.97814185,-21.07589981,-12.95320258,-10.93793239,-16.23339458,-24.83279051,-20.03755997,-27.2184216,-13.25758996,-9.50336236,-13.71756735,-16.83641893,-6.385350209,-10.3758782,-2.833094351,-6.506479352,-1.236018282,hamsadhvani
Sikkil Mala Chandrasekhar - Jalajakshi Varnam.mp3-1,0.087679036,0.195924503,1805.004288,1685.245621,3337.4247,0.10287007,-258.0031109,100.8649939,-36.84265509,30.26699055,-12.9582961,3.303058431,-17.32888323,-8.932220585,-7.85552794,2.600970974,7.999955562,2.816356783,-9.173122291,-13.31663515,-11.32749035,-2.257175432,-3.667259159,1.580367388,-1.858604048,-4.197838472,hamsadhvani
