filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Class
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.142044783,0.097493969,897.1417179,1181.044722,1285.950557,0.039557206,-346.3261719,135.4874268,-27.26023102,-21.54423904,-11.16510582,-25.72646523,-19.44437599,-16.29972267,-15.97738743,-16.39332962,-14.18249798,-8.213255882,-5.620684624,-0.267343044,4.975085735,4.629106045,0.842524588,-2.29351306,0.484341562,1.025191069,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.140179217,0.094152555,894.863719,1193.711266,1222.875939,0.039200065,-353.9352112,129.8401337,-24.72161865,-23.05341721,-14.44680309,-25.31505966,-20.43910599,-19.54293442,-17.74435234,-17.02381325,-14.11362267,-7.850934982,-4.533945084,2.38431859,7.294048309,6.211383343,1.966378927,-2.422559023,2.186017036,7.415513039,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.150420457,0.076863207,926.1095966,1218.994869,1319.650354,0.040734825,-355.4325256,134.8583069,-25.23222542,-26.27578926,-15.84247589,-27.16183662,-21.79426003,-18.66311073,-16.41350746,-15.05644226,-12.11240101,-6.948485374,-4.767096519,0.479727268,3.604849339,3.08135128,0.933177114,-1.909765124,3.36646533,7.675521374,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.158135682,0.089755654,923.2893467,1183.350991,1322.000339,0.043433978,-347.9205322,137.2807465,-24.14340019,-27.8024559,-17.1117363,-27.29954147,-21.52991867,-19.18940735,-18.85870743,-18.1655674,-14.31980896,-8.29895401,-5.340544224,0.283281267,3.372218847,2.663430929,1.900617361,0.923677146,5.925018787,11.2713623,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.151910007,0.07334581,899.4760243,1214.95349,1318.592027,0.035461237,-347.1820679,134.939621,-22.19760704,-25.20027161,-10.81610966,-23.28991699,-17.02374649,-12.79550552,-15.14290905,-15.74573708,-17.66607094,-17.06515694,-12.65994263,-6.697765827,-3.972595692,-6.067843914,-8.464335442,-5.239867687,6.18477869,15.24491787,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.158092067,0.112749636,886.4460307,1100.558136,1237.734182,0.043765419,-328.323761,137.4436493,-26.52162933,-27.20497513,-18.00072098,-30.48067093,-26.00328255,-22.79056549,-19.47319984,-16.52061081,-10.92200661,-3.966592073,-0.055908393,5.083568573,4.661958694,0.486269176,-2.54357338,-4.550811291,-0.205317169,4.494134426,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.148061976,0.084119938,1023.840995,1199.846527,1480.04105,0.052404067,-341.2331543,129.3295593,-35.22796631,-26.83223724,-17.49015236,-30.35580444,-24.36303329,-18.48164368,-10.90062237,-6.476848125,-2.398631573,1.015026212,-1.786220074,-3.516387701,-5.681984901,-3.916120291,-1.914263964,-6.867754459,-4.355221272,6.617108345,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.154851496,0.090758383,900.6662513,1123.980668,1289.267204,0.04251486,-339.1600647,140.6369171,-31.03481674,-26.24570084,-18.31842804,-32.55858612,-24.01215935,-21.7721138,-21.61777306,-18.54501915,-12.90816116,-6.577446461,-3.845616102,1.281075239,3.829404354,3.129542351,2.436959743,1.651466966,7.929244518,13.52087021,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.156685904,0.054502506,937.7995578,1312.516293,1362.591761,0.034613925,-378.1205139,141.5214386,-26.13878059,-22.10581207,-14.03199387,-24.28537941,-15.52549648,-13.35048485,-14.65923119,-15.85206413,-16.261446,-15.38836002,-14.20154953,-6.698066711,-4.009447575,-5.494377136,-5.250119686,-5.023573399,5.777215958,17.24983597,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.156230018,0.079201959,918.4487446,1241.685086,1378.008334,0.032940844,-336.860199,130.3665466,-21.94939423,-18.95910835,-10.32258034,-24.21225548,-12.46843147,-9.555574417,-13.6514082,-13.60487938,-17.41508484,-16.56381226,-10.63669777,-4.734394073,-2.9120543,-6.436620712,-7.18863678,-3.43049407,5.459238529,15.33679581,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.150589675,0.052875601,930.8122762,1291.902849,1332.416943,0.035217474,-382.7272034,139.9546661,-28.93983459,-22.44416428,-12.44712448,-23.01582718,-12.7598772,-9.328983307,-13.35306168,-16.98097038,-16.41749191,-13.27411175,-12.72999668,-6.279520035,-4.627898693,-7.504275799,-6.109563351,-5.278990746,6.218935013,19.59220123,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.167180553,0.062899388,862.940013,1249.471207,1251.625765,0.032968433,-369.5036926,142.7873688,-19.72146034,-22.18992233,-10.73074245,-23.59739113,-16.70760918,-11.20145226,-12.92878628,-15.11383152,-14.53010082,-14.79597378,-17.48459244,-13.59218693,-11.10881233,-11.11256504,-7.49100399,-5.330487728,1.645134449,8.632521629,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.161994696,0.063686594,869.3000325,1253.433838,1285.700559,0.032841449,-373.8084717,144.7565308,-24.27404594,-18.86805916,-11.75540638,-23.30552864,-15.88463879,-15.06205559,-17.76754189,-18.54540825,-15.13336754,-14.27468014,-17.07320976,-11.7872057,-9.223667145,-7.16246748,-3.046046495,-2.572202444,7.864120483,17.86644745,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.162562937,0.05060989,1001.973293,1392.159755,1571.357165,0.036803254,-381.4494629,135.6629639,-26.83815002,-13.89244938,-11.15419674,-24.37738037,-15.20451736,-14.63979053,-15.11244965,-15.87932968,-15.09693527,-12.00692654,-11.06724834,-8.554306984,-6.459458828,-1.293714643,2.053361893,0.128597677,4.066064835,7.882229805,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.148638114,0.065951154,887.5074394,1267.434819,1291.725522,0.032847874,-366.1130371,131.7475739,-16.40481949,-25.55970573,-11.91071796,-20.65309715,-16.15104103,-12.43101597,-14.64699554,-15.75267601,-14.51282501,-14.26737881,-14.59765625,-10.09216118,-7.026957512,-5.376265049,-3.921307325,-5.347050667,2.960123539,15.27066517,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.147227615,0.104627699,880.7426523,1172.443377,1210.659346,0.040154708,-348.2098389,125.358696,-19.88608742,-24.65044785,-13.43390179,-24.55110359,-20.5380497,-20.66280365,-24.3548069,-21.71255112,-15.11081696,-8.906195641,-5.180322647,1.062944651,5.586278439,6.874159336,6.36940527,2.639198542,5.022485256,8.379185677,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.147108704,0.093276531,854.4141613,1160.354741,1127.326517,0.040525076,-358.1697083,133.7632904,-19.36953354,-22.81772423,-16.01683044,-27.45602226,-21.95863914,-21.67220497,-22.79300117,-21.02700233,-14.72441292,-7.210679054,-4.429723263,1.961912036,5.603794098,5.350944996,4.892707348,-0.904114544,-1.461325049,2.294095039,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.154029876,0.059381332,918.1645021,1330.476378,1337.241914,0.033723908,-371.6803284,121.8531113,-10.20865059,-25.98404884,-13.30115509,-20.90900421,-17.82551384,-13.02700043,-15.86583042,-16.13407135,-12.48734283,-12.3634758,-13.36479855,-9.290793419,-6.823141098,-5.846261501,-4.065966129,-4.556171417,2.656286478,14.57817745,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.1480124,0.079303078,881.660155,1188.063958,1207.342699,0.041610482,-362.5496826,133.2777252,-14.88782501,-22.55087471,-16.01815796,-27.45231819,-23.33153915,-21.37583351,-20.57897758,-18.68157387,-13.106143,-6.743926048,-5.373073101,0.027655303,3.135062218,1.989871621,2.570212841,-1.127979994,-2.224828959,-0.006768289,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.148027748,0.0608893,1019.499603,1303.425182,1412.34146,0.047577188,-373.3937378,119.7486801,-23.48425102,-25.46008492,-18.20568275,-29.57462311,-22.01925087,-17.19874954,-13.46985912,-7.316401005,-1.051853776,2.790018082,0.501976728,-2.286520243,-6.821332932,-6.786572933,-1.511051178,-4.339901924,-4.21799612,5.290461063,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.160856679,0.055549704,941.3140545,1356.523702,1517.249159,0.030590518,-356.4424744,134.9599762,-15.72468758,-14.26914597,-3.682924509,-21.44156075,-16.85201836,-10.86283016,-10.17720222,-9.329576492,-10.3845644,-10.414814,-11.17657471,-9.120445251,-6.606554985,-7.475126266,-7.04022646,-5.544221878,-2.563651085,-1.607431531,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.155380353,0.089682035,943.7018337,1131.82524,1274.800625,0.050691303,-342.0436707,130.346405,-28.06876755,-30.08337021,-22.64222336,-36.25424576,-27.30597878,-20.27937508,-15.58777714,-11.10803223,-6.427140236,-1.374839306,-2.249590397,-2.873902798,-5.703947067,-6.990552425,-3.099255562,-5.083314896,-0.444275767,13.99637222,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.152280301,0.102141611,918.1816148,1109.071741,1246.142465,0.049417691,-334.8179932,130.7815704,-27.53284645,-30.16299438,-21.39979553,-34.86559677,-30.03522491,-24.52610207,-18.96848297,-12.64760399,-5.898826599,-0.799408317,-0.270221144,0.120844126,-3.447481871,-2.905856371,-0.657903969,-6.374688625,-2.129740477,9.536258698,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.163675591,0.06336356,915.3016872,1279.934654,1395.891559,0.033459737,-354.1141052,139.3101959,-23.67833519,-16.52841377,-12.80181694,-24.21391678,-13.37915993,-12.25239849,-15.27347946,-17.20576096,-17.86577797,-16.60605621,-14.34113216,-8.053782463,-7.161109447,-6.952160358,-4.392396927,-4.737940788,4.359929562,16.13010406,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.213346273,0.062968083,902.4940453,1201.570761,1461.682828,0.038913975,-309.5535889,174.2527161,-20.86865807,8.244578362,-3.178845406,-12.90586281,-2.798205614,-7.125172138,-8.967977524,-11.87242985,-14.17004299,-12.99996662,-13.45886993,-3.853310108,-3.306544542,-5.576341152,-4.828076839,-6.317584991,-0.491506606,6.680822849,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.182761103,0.108156189,862.3897457,1061.143511,1285.833891,0.043206844,-280.7284851,164.325058,-15.09951115,-3.966298819,-6.187821388,-22.76901817,-11.83765507,-12.39548779,-12.66885567,-12.54024887,-11.20195675,-6.771863937,-4.684077263,1.448994994,2.328015327,-1.26742506,-2.441441774,-5.072002411,-2.3863976,2.720369101,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.196666092,0.096929312,863.6523706,1101.052528,1337.083582,0.039716691,-283.2310486,162.0701904,-14.29699326,-4.54442358,-3.784480095,-19.64471626,-9.15284729,-11.65949059,-14.56161118,-14.24291325,-15.62569237,-13.72459412,-10.26305771,-2.851985693,0.093176261,-2.508080244,-3.160623074,-4.161831379,-0.741821945,5.144402981,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.199718148,0.074648485,917.213931,1156.473075,1450.732894,0.040519029,-295.7492371,167.2483063,-22.0691452,-0.606358409,-5.062972546,-18.2505703,-6.304783344,-10.51755524,-11.07041836,-12.33991051,-15.16808796,-14.6096983,-11.04373169,-1.971485019,-0.015518047,-2.042975664,-3.122698069,-5.007162571,-0.969701827,5.423409939,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.179452747,0.088986456,874.9502939,1114.741673,1311.250404,0.042208362,-298.5404358,157.0851746,-10.91862774,-5.680933952,-4.535685062,-18.87998199,-8.652271271,-10.65769768,-12.64203835,-12.45768929,-13.50247574,-11.10868073,-7.871506214,0.362517506,3.855344772,-0.101416431,-2.636514902,-5.392502785,-2.6225667,4.297286987,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.166165188,0.084540226,897.5640006,1135.401489,1344.725202,0.044044329,-299.3486023,161.5367279,-17.86130524,-1.862092614,-6.052540779,-23.60467339,-11.5766449,-12.82474518,-12.87632847,-12.91689873,-13.27906704,-9.808197975,-6.761600971,2.684389591,5.933582306,1.881001711,-0.932119846,-5.371227741,-4.799407959,-3.270265579,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.195394263,0.122702643,866.6075513,1044.919656,1331.475282,0.041106327,-259.9277649,173.8155518,-23.80669403,0.557177305,-9.101764679,-23.05605698,-9.970840454,-11.86102772,-11.77945709,-13.70858097,-15.01582432,-12.53490067,-10.90555477,-1.220762372,1.870268345,-1.233990669,-1.119846821,-2.973357201,0.201730639,5.676826954,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.161535591,0.072936237,941.6522647,1259.8855,1375.291684,0.037667195,-360.1825867,138.7489319,-24.37854576,-18.58964348,-14.11433983,-21.7027092,-10.8817358,-11.29210472,-10.35195446,-13.38895035,-19.06024742,-14.9797945,-9.255001068,-2.502337694,-2.311928511,-6.789725304,-5.865808964,-2.943018913,7.194870472,19.11593628,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.150334761,0.094511725,947.238393,1123.394224,1386.274951,0.053528021,-288.6983948,153.9094543,-18.86453247,-5.977921009,-7.856070995,-21.94458199,-11.95292759,-11.82787037,-7.388102055,-5.372312069,-5.446238995,-3.236545086,-5.827046871,-4.762190819,-6.618738651,-8.119860649,-4.752594471,-6.200884819,-2.230275393,7.893493652,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.186537802,0.117136054,881.5984659,1073.587616,1329.808625,0.044565112,-278.1531982,162.5592194,-13.29312038,-5.824044228,-5.942001343,-23.22312927,-12.0475359,-13.40218639,-15.30771732,-13.2243042,-14.13626671,-11.81472301,-5.351445198,3.919557095,6.345811844,3.985682726,0.585824907,-4.826014042,-3.506403923,-0.792531729,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.159866482,0.113978252,869.6518056,1042.357224,1218.384299,0.052772546,-284.5262756,161.8489532,-13.41813183,-5.6645298,-5.563887596,-21.13917923,-12.24650478,-13.61110878,-12.03229427,-7.921350479,-4.679198265,-2.627140999,-3.950480938,-1.943540812,-3.526607513,-5.08863306,-4.13869524,-6.477474213,-2.5230937,5.418912411,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.170339867,0.107558377,871.776976,1039.532453,1249.959108,0.050179213,-282.1584778,164.2537079,-13.14537907,-7.932566643,-6.921514988,-21.53313065,-13.86613846,-14.64226341,-11.70127964,-7.969024181,-4.952419281,-3.846535683,-6.054713249,-3.398622751,-4.300871372,-4.257502556,-2.757736444,-6.837604046,-1.466864347,9.169716835,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.177989513,0.117662959,878.9933075,1042.170056,1279.133932,0.050193196,-280.0302124,164.8235016,-18.2076149,-5.434964657,-6.448712349,-21.85271072,-13.57832718,-15.35419273,-12.28274059,-9.580596924,-6.33370018,-5.583828449,-7.115421772,-0.086058058,-0.109091744,-2.379099846,-0.825891256,-4.543410778,-0.203040257,9.679816246,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.162802085,0.105766654,905.9715786,1075.405052,1322.042006,0.052640271,-293.0994568,167.8191986,-22.4532032,-4.512938023,-5.33611536,-20.0125618,-13.34583569,-13.43112659,-10.06037521,-6.445958138,-3.6805408,-3.883455753,-9.149601936,-5.721424103,-6.319053173,-2.734028816,-0.290478885,-5.529556274,1.121814132,12.24071789,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.179913431,0.104423746,892.2727175,1047.361552,1258.675722,0.050908611,-290.3641663,165.777832,-16.9958725,-9.086466789,-8.778203964,-23.93617058,-14.87718868,-14.28081322,-9.169043541,-4.858220577,-3.510772705,-2.509073973,-4.311179161,-1.781198978,-2.206517458,-3.053571939,-2.277808905,-5.926459789,-2.832112074,5.648751736,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.210315928,0.092874713,906.8159744,1117.119081,1454.424539,0.041893171,-266.905426,169.8070374,-22.63275146,5.159906864,-4.46414566,-18.64578056,-8.842061043,-12.08439064,-10.55643845,-11.97394085,-13.95322514,-13.34761047,-10.46068764,-1.487837315,-0.8363657,-4.855278492,-5.683776855,-5.130783081,0.704232752,7.207681179,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.203865677,0.083667502,919.4113817,1127.915285,1461.782827,0.040927946,-278.6178284,167.5513611,-22.22947311,-2.128745556,-5.139103413,-20.9674778,-10.38016224,-12.36807632,-11.2510004,-10.43926239,-12.36514187,-11.51903152,-9.066664696,-2.760310173,-1.508964181,-2.420485735,-3.663575649,-5.362431049,1.321174383,8.628518105,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.208142892,0.081627265,929.5970419,1124.434274,1439.716294,0.045270701,-287.4121704,162.4374084,-20.13891029,-5.974978447,-6.76504755,-23.98968506,-11.41521263,-12.1593895,-13.20162582,-12.06271553,-13.35416222,-11.30255604,-6.732162476,-0.136676803,1.977898836,1.499348402,-1.820909262,-5.66880703,0.69326359,7.183427334,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.154364526,0.064916655,976.7602479,1302.716853,1415.366441,0.038550031,-357.7151184,130.0401764,-24.61626816,-23.35212517,-13.0167284,-22.55861473,-13.18379211,-12.0203476,-13.07534027,-13.1680727,-16.89938164,-13.79818535,-7.924009323,-3.829427719,-2.040362358,-3.287841797,-4.642181396,-2.213562489,10.14933205,21.48051262,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.199261114,0.093865529,856.3586608,1086.376413,1354.133478,0.037450643,-283.7929688,169.2655945,-19.81748962,-2.067562819,-3.548759699,-20.60460472,-10.7780571,-12.47406864,-13.55097485,-14.12241077,-15.73544121,-15.43240833,-12.05350494,-4.632162571,-3.780268431,-3.773850918,-3.197445154,-3.810585499,3.752361774,10.27815437,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.213301614,0.095707521,920.2863468,1115.590136,1472.616095,0.044270707,-276.3403931,175.3472137,-30.11799431,4.924499989,-8.125807762,-19.75441933,-10.96912193,-14.93753338,-12.70497799,-14.62431717,-15.40484715,-10.78485584,-8.408358574,1.840216756,3.698442459,3.033727646,3.442942858,-0.524523139,0.39419508,0.307266861,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.18424885,0.121091604,894.4139526,1048.956811,1328.200302,0.048087011,-266.8571777,166.5948944,-19.89253807,-6.100926399,-5.732531548,-25.18750572,-13.6056757,-12.82478523,-12.9195776,-9.683006287,-9.004134178,-7.729166508,-5.569477081,-0.524514854,-1.168399096,-3.831908464,-4.630034924,-7.079454422,-1.591856599,6.75587368,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.198219046,0.126382738,891.2763718,1002.054133,1303.067121,0.049384055,-260.7431335,173.5016479,-22.93899536,-6.412308693,-8.687271118,-29.04349518,-18.10898399,-15.05694103,-10.96530151,-7.637778282,-6.280478477,-4.67756176,-2.173398256,3.154347897,0.570699334,-1.764541864,-2.668332577,-6.740533829,-2.901745558,4.364311218,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.213995367,0.112783581,892.00884,1079.039848,1460.207837,0.040545862,-241.4389496,178.1446075,-25.74976158,6.736414909,-4.6056633,-18.11668015,-7.794652939,-11.38005924,-9.510516167,-12.74963856,-14.07049561,-13.41551399,-12.01972961,-2.970954657,-3.141191483,-5.335898399,-4.848651886,-6.383749962,0.332718134,8.077917099,E
Hariprasad Chaurasia - Raag Bairagi - Alaap ,0.181099057,0.110969931,899.339259,1094.169692,1394.966565,0.045195872,-274.3836365,164.6970367,-19.35910988,0.077772535,-3.278245211,-23.37691116,-11.29476929,-13.96939659,-15.14520836,-13.28944778,-12.65784359,-7.283794403,-2.415468693,4.054059982,5.003012657,1.825241089,-1.349738717,-5.311019421,-2.826329947,-1.214937091,E
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal1.wav ,0.211409107,0.118547589,1681.09832,1918.758765,3028.373355,0.070883547,-231.23172,99.08223724,-31.28238106,-6.924554348,-10.90122032,-12.0107584,-19.06680679,-14.93854904,-13.12276745,0.474127978,-2.135829687,6.887200832,-4.999906063,4.601578712,2.686095715,5.970237732,-0.567874312,5.481237411,0.888620555,1.228046536,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal10.wav ,0.209507674,0.091876663,1794.059508,2059.361074,3341.613127,0.071088383,-212.8308868,103.8577194,-26.69039726,-3.089245319,-11.42933369,-10.22713089,-14.88520432,-9.352518082,-10.21320534,-0.302826673,-3.999681711,5.862225533,-5.873653889,1.023095012,-1.460405588,5.77574873,2.394852161,10.84006023,4.735619068,5.4080019,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal11.wav ,0.213284269,0.078756064,1735.923979,2039.763135,3193.905687,0.07210803,-224.0831299,108.8859329,-24.42798233,-6.328014851,-11.6277895,-9.712492943,-14.31281757,-8.272240639,-8.226408005,0.322549582,-3.411364555,6.387426376,-4.710670471,1.277315736,-1.896366119,4.955286503,2.640496731,12.04490566,5.360682487,4.056026936,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal12.wav ,0.210010409,0.101504512,1630.173028,1953.791088,2951.898817,0.06486053,-228.0464935,109.1564178,-23.94329262,-3.561560869,-9.866879463,-11.92224503,-17.91467667,-13.46372509,-11.78712177,-0.35553816,-2.243829966,8.687155724,-0.622248232,6.819085598,2.9005723,6.610044003,-0.274985969,6.32067585,1.026508689,0.108528636,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal13.wav ,0.192683488,0.128337473,1785.209454,2026.079148,3338.413146,0.068914927,-186.3514709,102.7632523,-28.47924805,2.499646902,-12.51747417,-10.24112129,-14.43166447,-11.63492584,-12.95414352,-0.227298647,-3.058314562,5.705124855,-2.31842804,3.863253593,-1.992885947,4.319915771,-0.963197112,5.35212183,-2.193562984,0.517751753,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal14.wav ,0.233233333,0.113417707,1709.68136,2004.056212,3102.681239,0.070636761,-232.3412323,102.2861633,-23.73467445,-1.733632803,-9.614492416,-9.622215271,-14.81985474,-12.17301273,-10.75544357,3.015035629,1.692628622,12.79146576,4.275145054,9.224128723,3.965744019,4.666973114,-5.666149616,0.55004704,-6.609954834,-6.149477482,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal15.wav ,0.204776853,0.090078481,1690.163296,1982.129632,3092.097969,0.067456886,-232.6698456,106.8898773,-24.59664917,-2.767787457,-11.92019844,-10.94542885,-16.42845345,-12.83551693,-8.454556465,2.959255934,0.342416614,10.78899002,0.316111088,4.952582359,1.276550889,4.661170006,-2.508954763,4.413858891,-1.645142794,-1.154341459,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal16.wav ,0.208191514,0.111050233,1605.927216,1898.732179,2843.049475,0.066522273,-221.8126984,109.6631927,-26.71813393,-5.28911829,-13.88696098,-12.92472267,-18.8619175,-13.67600822,-10.51698399,1.44166553,-0.122452915,12.43997955,3.216426611,7.195020676,1.785399199,4.270907879,-2.169227362,4.5115242,-1.720285535,-1.223428607,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal17.wav ,0.189270571,0.065998815,1646.429685,1886.257891,3129.949423,0.065573277,-279.1355286,91.12134552,-21.89359856,-0.166319057,-10.84977055,-9.044640541,-13.0621748,-10.11788845,-10.18948746,-0.660610199,-2.629202843,7.824675083,0.8782565,5.2879529,5.064855099,7.018989563,-0.812667131,4.812021255,-0.146072924,-0.089470252,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal2.wav ,0.185749039,0.099752493,1647.663401,1955.918623,2975.282009,0.067041545,-227.203949,107.6518936,-28.50344658,-6.24557066,-10.80656433,-9.485568047,-15.92233562,-10.2748251,-12.41617107,-0.664526999,-3.069403648,7.762090683,-3.802549839,6.18885994,0.644411325,3.216813564,0.338708371,10.13062954,3.842714787,3.131266594,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal3.wav ,0.177471086,0.134951726,1612.837593,1954.078834,2829.291225,0.063745268,-230.476593,101.6668167,-26.54846573,-7.657967091,-10.86299324,-11.9517889,-17.34589195,-14.91998577,-11.84181499,2.435430527,1.820445776,12.51459217,3.629050732,12.8357954,5.426297188,4.722516537,-5.358821869,2.038686037,-4.55910635,-6.340092659,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal4.wav ,0.207547605,0.124573112,1607.095869,1910.066989,2805.374703,0.066536635,-235.9224091,105.3901443,-26.5384388,-8.178162575,-10.75065422,-11.88227844,-17.57387161,-13.29212856,-11.92143917,0.847695768,3.217353821,13.42289829,2.633759022,9.784089088,4.684988499,4.311499119,-3.801287413,2.285845518,-3.542551517,-4.646926403,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal5.wav ,0.215405598,0.113264039,1625.233307,1913.423113,2871.349304,0.069289453,-233.2805023,106.9364929,-25.98316002,-5.881695271,-10.67530251,-11.33458328,-17.20779419,-13.61545467,-11.15030384,1.54515624,1.59817934,12.51876926,0.583844423,7.390549183,5.053616047,5.47359705,-2.270976305,3.833759546,-1.766939759,-2.805745363,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal6.wav ,0.185974881,0.122031033,1557.053502,1866.68365,2730.466823,0.062429328,-229.7729797,108.2038727,-27.79989815,-4.802925587,-10.56296921,-10.16392422,-16.84101677,-14.82693386,-12.92302513,0.947958767,-1.287964106,9.721111298,-1.340444803,7.941846371,6.19667244,8.318889618,-0.499760598,6.243982315,-0.726722181,-1.679775953,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal7.wav ,0.186625913,0.125339568,1626.470522,1889.708327,2921.998998,0.064471265,-198.6898193,111.0195313,-30.64968681,-2.638599396,-12.75618267,-10.33974361,-15.94583225,-14.32703686,-14.32374668,-0.852194846,-3.107491493,5.583735943,-4.044550896,3.990862608,1.10278666,5.646640301,0.310269982,5.746256828,-1.249676108,-0.902831733,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal8.wav ,0.230333284,0.055793621,1717.719014,2044.527369,3242.513726,0.067693468,-235.3839569,112.8060532,-22.46569061,1.664807439,-7.073600292,-4.735753536,-12.18370914,-9.088727951,-10.16479969,2.12419343,-3.307911873,5.959228516,-8.419910431,0.787344456,-1.264676929,3.148626566,-4.811296463,0.020504246,-7.354616165,-5.029556274,F#
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal9.wav ,0.201687932,0.119798221,1574.76972,1928.399724,2846.732786,0.061609227,-213.6890411,112.4484329,-22.63070297,-3.375915289,-10.32606506,-11.39014149,-17.71177673,-13.07839394,-11.53832626,-1.247859955,-3.555445194,7.245185375,-1.397098184,5.773113251,1.787667632,5.432011127,-0.925164282,4.802071571,-2.035844088,-2.349121571,F#
Pannalal Ghosh - Raga Basant Mukhari1.wav ,0.244595304,0.100512274,1261.341079,1092.857861,2342.444169,0.073548308,-223.1084747,152.8628082,-66.43215942,29.52903748,0.885313988,-11.0615387,3.447817802,-9.947172165,5.232902527,-9.00178051,-8.084904671,-1.772901654,-6.602156639,-2.425297022,-5.929418564,-3.716839552,-4.085016251,1.659962177,7.015612125,0.658739865,F#
Pannalal Ghosh - Raga Basant Mukhari2.wav ,0.227268279,0.130877897,1163.975877,1064.088489,2213.29495,0.063761897,-203.8935242,166.3310852,-62.35773087,28.78834343,3.199432373,-12.77481461,2.755027533,-10.94809818,2.688680887,-6.2657938,-2.301427841,5.719237328,2.261909962,8.10647583,3.893803835,0.130991265,-4.64154768,-1.99067843,0.464955151,-6.612945557,F#
