filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Instrument,Pitch,raga
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal.wav9.wav,0.147280143,0.120572574,852.1632505,1050.364946,1224.084265,0.039929464,-322.8681332,150.4329813,-27.58173341,-30.93830247,-13.62771354,-29.66822995,-26.42105033,-22.35129033,-21.26853248,-14.03258581,-10.02933354,-8.513163925,-5.513680121,-2.397147223,-0.834271297,-1.035594208,-0.512915692,1.174221496,2.688822508,4.505485029,Bansuri,F,behag
Pannalal Ghosh - Dadra.wav1.wav,0.228357462,0.096757211,875.5021955,904.4732543,1791.814165,0.055773283,-280.1097163,156.3667289,-22.2568842,26.41672701,26.64926289,-24.50754174,-2.423201623,10.7732837,0.097814147,3.789261867,4.606455593,4.595771775,5.690874213,-1.490606202,-6.622037888,0.045021843,4.560804882,-1.581855346,-2.797848328,0.893116485,Bansuri,F,behag
Pannalal Ghosh - Dadra.wav2.wav,0.225939943,0.127168432,908.975442,862.0362771,1820.938989,0.06074642,-244.035036,177.7631436,-28.930424,21.92766833,26.57461168,-27.80112312,-1.951189818,15.49525667,4.547723721,5.957935699,1.548370583,-1.041036174,0.915410992,-4.501884404,-5.301473105,2.409752769,3.712404017,-2.704278349,-2.871387748,1.085731224,Bansuri,F,behag
Pannalal Ghosh - Dadra.wav3.wav,0.222619138,0.124099411,938.0340585,869.548848,1856.172109,0.064821603,-236.7301702,180.4343873,-33.43285912,21.32095821,24.93226827,-28.00570162,-0.369454019,16.09084806,6.734547519,6.918374748,-2.46939982,-7.041834938,-2.689026124,-4.136884951,-3.034268908,4.172259285,6.438811076,0.157420764,-3.663559618,-3.683680481,Bansuri,F,behag
Pannalal Ghosh - Dadra.wav4.wav,0.22200349,0.120313995,890.8089589,827.4004074,1716.839619,0.062839756,-255.3224867,179.2327536,-25.31168416,19.25231065,28.66398043,-25.05948338,-2.63392811,19.25235567,6.710785469,4.773304215,-0.555562694,-8.116704784,-5.188773175,-5.21112857,-4.305836975,3.527233603,6.073991829,0.772116922,-3.247207986,-5.018059644,Bansuri,F,behag
Pannalal Ghosh - Dadra.wav5.wav,0.224418023,0.132828206,905.7936849,825.1273186,1713.672971,0.065414948,-243.6182853,182.174286,-30.70510066,18.11240682,25.74645753,-24.50971944,4.970245112,22.74762077,6.695301725,3.159208219,-7.225558738,-10.32642224,0.44979982,0.038376942,-1.420543887,5.070933607,4.412041566,-4.989589345,-9.402519724,-4.298136831,Bansuri,F,behag
Pannalal Ghosh - Dadra.wav6.wav,0.221350559,0.130350038,932.7242341,802.6324108,1650.156688,0.06909482,-254.7354011,164.8227973,-20.94659077,9.240151447,22.86630928,-13.7280803,6.150945762,24.79007488,8.687574372,-4.477622476,-10.35991539,-7.348151893,3.08218429,2.204899774,-2.10695244,2.692493568,1.928852447,-6.515526812,-5.632344029,1.047736744,Bansuri,F,behag
Pannalal Ghosh - Dadra.wav7.wav,0.22689693,0.151361763,777.096331,741.3128396,1372.683366,0.05643012,-235.8089385,191.1676944,-16.94160707,9.651220403,25.17415348,-18.68949834,-3.037363642,13.49308448,3.569315131,2.75324283,-2.559491484,-7.884889715,-5.114332864,-7.364410442,-7.102995396,-1.003969949,-1.857761798,-6.781065613,-5.706433299,-1.382818558,Bansuri,F,behag
Pannalal Ghosh - Kajri.wav1.wav,0.230000358,0.076691769,998.4060714,869.655706,2027.871071,0.072617853,-278.0144587,160.3942699,-35.45436022,18.0856863,39.98975554,-19.17857715,-5.979476871,16.61407564,0.710294653,0.959745449,5.971636337,2.281596329,2.670549702,-3.082386195,-7.267000983,1.632645944,5.622070215,-2.228648459,-8.26854676,-4.761049772,Bansuri,F,behag
Pannalal Ghosh - Kajri.wav2.wav,0.239758255,0.104266375,1001.147776,877.4935396,1995.512933,0.072864639,-245.2299632,171.3426531,-38.60247467,17.45578733,37.01473368,-19.13101105,-1.77368634,16.20905497,1.459112897,3.275850937,4.839801858,2.537252866,5.314493639,-2.061086596,-7.279174583,0.682773868,2.481489053,-5.782512793,-8.629517979,-1.363336575,Bansuri,F,behag
Pannalal Ghosh - Kajri.wav3.wav,0.234760095,0.1363796,1024.091699,880.0267463,2012.787829,0.068461793,-237.1603746,172.1627555,-44.51029581,14.9417492,30.86815977,-17.17845519,2.158617679,21.65928975,10.17582416,7.208371558,2.311534654,-6.147793953,-4.078196719,-2.729960211,-2.185531569,3.363381054,3.218800655,-1.09937818,-4.500717272,-5.839182501,Bansuri,F,behag
Pannalal Ghosh - Kajri.wav4.wav,0.24929729,0.108830266,945.7162564,845.8366544,1874.197,0.065565363,-258.4486106,174.2500387,-33.24275084,12.91107889,32.90472835,-17.46511942,0.174525683,25.09107496,9.168476735,5.362724582,3.635753353,-3.67107269,-1.929782912,-2.482622744,-3.542538292,1.57571948,1.871119404,-3.219291999,-6.568741442,-5.630666077,Bansuri,F,behag
Pannalal Ghosh - Kajri.wav5.wav,0.227840881,0.144214943,1044.898622,875.7072092,1972.646405,0.074860092,-237.9200027,166.1185946,-38.60049916,11.88755401,26.54579602,-13.70464873,4.37238279,22.86223679,9.152225858,2.039310853,-4.072231313,-8.424201029,-1.927842955,0.765793751,-1.548429683,1.244369027,1.693610529,-5.742828481,-9.779963676,-4.088710153,Bansuri,F,behag
Pannalal Ghosh - Kajri.wav6.wav,0.20898835,0.144680589,1010.979148,849.2304095,1825.422295,0.07415866,-253.0357058,160.3063355,-29.66537046,8.071403153,24.29731111,-2.870956091,12.24469884,25.34028126,6.626269942,-3.095804978,-1.81940251,-1.25432451,1.398691698,-0.074482641,-1.919887512,1.286392301,0.631833738,-4.599333484,-9.26437401,-5.707811109,Bansuri,F,behag
Pannalal Ghosh - Kajri.wav7.wav,0.22506768,0.114241444,843.1950585,760.2919047,1631.805842,0.059727685,-264.0361061,168.5605645,-26.27582721,3.464335505,28.86277829,-8.715022051,-0.62685295,17.26573372,6.609561131,-0.684080219,-0.896067144,-2.372090679,-0.947967524,-1.679202363,-2.893016718,-0.034363044,-0.859374227,-5.264670469,-5.234376853,-1.367504243,Bansuri,F,behag
Pannalal Ghosh - Raga Basant Mukhari.wav1.wav,0.2445953,0.100512274,1261.341079,1092.857861,2342.444169,0.073548308,-223.1084772,152.8628183,-66.4321611,29.52903718,0.885314571,-11.0615387,3.447817976,-9.947172165,5.232902347,-9.001779909,-8.084904604,-1.772901829,-6.602156812,-2.425297251,-5.929418302,-3.716840851,-4.085016441,1.659961538,7.015612092,0.658740085,Bansuri,F,behag
Pannalal Ghosh - Raga Basant Mukhari.wav2.wav,0.227268278,0.130877897,1163.975877,1064.088489,2213.29495,0.063761897,-203.8935378,166.3310862,-62.35773616,28.78834992,3.199429924,-12.77481398,2.755027946,-10.94809853,2.688682528,-6.265794967,-2.301427184,5.719237311,2.261909663,8.106476856,3.893803456,0.13099079,-4.64154812,-1.990679146,0.464955633,-6.612945124,Bansuri,F,behag
Pannalal Ghosh - Raga Basant Mukhari.wav3.wav,0.266149619,0.124335296,1123.292766,1049.877667,2148.74534,0.064738838,-204.5099374,172.6465299,-60.43717016,29.13076975,3.868293232,-9.617005645,7.610845357,-5.7470923,7.87730534,-1.156890386,0.885160584,7.195005583,1.697782508,4.337056111,-2.817935548,-6.320735282,-7.952064911,-4.009491992,0.987839392,-3.769058798,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant Mukhari.wav4.wav,0.23903036,0.135357738,985.3111256,992.4131826,1958.688156,0.049014821,-215.3833765,177.6595873,-52.96810642,26.76629,11.46736808,-9.072424378,8.901431778,-5.255560632,1.084659853,-7.308054714,-6.641450831,1.548363282,-2.816983735,3.835833265,1.9404573,-1.506949973,-1.691390654,-0.375443484,2.137692104,-2.37790978,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant Mukhari.wav5.wav,0.23351191,0.153155684,956.9973616,926.7406398,1830.2306,0.055069584,-212.7497645,176.4024217,-46.33160997,17.29471882,12.79095589,-15.18891326,5.50974668,3.224933207,4.675539751,3.189726847,2.351089981,3.648874805,-0.694589732,1.190556073,-0.886042552,-4.557615,-5.047440744,-2.744779164,-0.288304063,-2.734152946,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant Mukhari.wav6.wav,0.220169509,0.11792478,975.8462374,923.0186227,1851.551818,0.054220465,-233.0635873,162.982209,-41.87418863,13.44116658,12.25143447,-15.18926621,1.270519787,-0.979852859,0.152475941,-1.880495371,-2.367888006,3.536971314,1.183371804,2.057616639,2.442173684,-0.908329689,-2.770614212,-0.789558823,2.244594406,0.86205768,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav1.wav,0.173160582,0.046851564,764.8775942,768.731016,1275.150623,0.047530325,-384.2837856,143.8812728,0.181999379,-9.558888373,19.20395662,-0.775909138,-9.90516636,3.301906032,-0.769686739,-2.677862696,11.3251812,13.96546836,6.569328126,7.407555846,9.679683357,6.502331252,1.766005281,-4.471353262,-7.993080304,-3.537322955,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav10.wav,0.236794368,0.111725517,849.9467566,781.7023405,1508.549211,0.052759318,-264.9653459,172.2461154,-17.60157511,-1.971050879,25.0951858,-9.993980033,-3.770994558,7.721813334,-4.995948539,2.757272408,11.56373469,3.884897461,2.494882447,2.356948945,-1.72382821,-0.492014198,-1.207217642,-7.319536174,-8.434659546,-2.673837773,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav11.wav,0.233881798,0.099275783,814.8922084,758.4989271,1439.691294,0.051630073,-274.4743075,170.6373714,-13.11336868,-2.902763656,23.69765598,-9.283848111,-4.580831806,7.865217583,-4.605404172,1.00202666,10.49037149,3.867858877,2.481742849,3.492935829,-0.300380538,0.230908986,-0.611929459,-6.690225086,-7.568928439,-2.386410752,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav12.wav,0.224667333,0.08258424,821.119022,779.8455949,1478.682725,0.051539371,-299.8174756,172.4323383,-15.78993669,0.451138696,28.21140677,-7.957774508,-2.59946507,8.25967431,-7.075001443,0.605598896,12.60971157,6.18451487,4.675239107,3.863892079,-1.823560102,-0.200570849,0.533639461,-6.245537432,-8.761090541,-3.682575951,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav13.wav,0.216629949,0.09018629,820.2580609,753.0268059,1417.358096,0.052487589,-286.1514224,159.4178489,-7.854360416,-4.645986388,20.77624068,-8.526303895,-5.940558919,8.739688998,-2.423687154,0.477458026,11.81338378,5.568519559,1.259205607,3.14720887,0.068557685,-0.352023351,-0.284997085,-6.454908016,-8.334098174,-2.470140419,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav14.wav,0.21674759,0.093551144,865.8179792,759.9937614,1426.599707,0.059257767,-314.0788978,155.5654522,-12.60044584,-7.840162423,21.21677358,-5.584197615,-1.467979863,15.30906858,4.309024257,4.132839492,12.36089921,3.643626922,-2.335227886,0.848456775,-0.370759394,-0.826445793,0.674795131,-3.45750137,-6.463190608,-1.794180266,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav15.wav,0.211912959,0.073490098,860.2523065,778.0547527,1460.29117,0.057136843,-311.0946275,151.6422442,-8.240132752,-7.393963854,19.86519376,-5.664984293,-4.654862327,9.974920885,0.44162181,2.697905579,13.27184863,4.591085351,-2.782600733,1.168288508,1.399198111,1.001709337,2.479941282,-1.50274469,-5.617821801,-2.996380276,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav16.wav,0.248538071,0.07362926,807.6602625,789.6585175,1454.191207,0.04928844,-273.4282744,171.1770715,-9.212121072,2.649557153,26.4629995,-8.985195702,-1.744435807,11.59362016,-4.847166721,-1.298900773,7.091358125,-2.352027546,-2.050523073,4.955615855,4.086512072,3.346357108,0.277920378,-6.028447107,-5.928459382,-2.48925573,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav17.wav,0.245293811,0.067331403,841.1991756,827.2035762,1487.307673,0.051259327,-294.8513839,153.4686085,-6.661208896,-1.402602033,22.09096351,-6.697390393,-2.764174741,9.992387382,-2.647894182,0.608551599,10.26204731,2.498853056,-0.283295694,3.421926454,1.854996327,2.704517837,2.13138938,-4.526678015,-5.904827218,-1.408487963,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav18.wav,0.225300281,0.076433577,925.2074662,835.1710131,1510.724198,0.062826529,-305.8800616,152.5546752,-13.4848458,-6.900841593,19.15863633,-6.157420371,2.78996365,17.77812321,3.901935913,3.891014921,9.575692129,-0.360500997,-2.398118393,3.396155784,2.565478598,2.660102182,2.077432586,-4.7389318,-7.369546751,-2.206629782,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav19.wav,0.207817768,0.077921383,931.727428,843.0000901,1517.299158,0.065340497,-297.6228053,152.2861085,-13.48989395,-4.092983735,20.94701305,-4.88735324,4.266462652,15.87221458,0.229025865,1.668472076,9.070821836,1.022294634,-2.12948415,1.695201704,2.795902303,3.909601678,2.646780071,-3.429487054,-7.481739981,-4.255515839,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav2.wav,0.206143704,0.087919503,766.2912208,771.3705842,1330.70862,0.048322081,-299.5520466,171.0971381,-5.808400348,-1.193505942,25.86972617,-5.908510978,-4.854887874,8.62305005,-4.10512806,-1.442162549,10.82032079,5.711717326,2.709465236,6.46870194,3.92497917,1.35094142,-0.47417033,-7.229497265,-9.71660984,-3.284034416,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav20.wav,0.250448838,0.081878021,844.9224823,855.2088579,1530.540745,0.049996674,-284.4344953,166.3114883,-11.57967084,4.675394188,27.07316929,-9.041964114,-0.93779922,11.36593461,-3.019920826,2.596573073,9.683129859,1.046661579,1.785019494,5.313320984,1.870502092,0.760813093,-1.736243105,-7.027241333,-6.48484669,-1.705231004,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav21.wav,0.216046895,0.069110148,870.2746075,877.369174,1528.315758,0.053628172,-305.3004979,150.1755479,-7.665310725,-0.927843834,24.31820972,-6.445518844,-5.022760071,9.350530191,-2.635014859,0.963549458,14.27068793,7.480306798,2.313977247,5.15844696,1.859585227,0.568482308,0.920073672,-4.806976899,-6.077569473,-0.971935886,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav22.wav,0.240785248,0.066373721,924.8610507,911.3753233,1651.390014,0.055913872,-285.5653231,152.6167324,-11.95065361,0.097986418,23.79662254,-7.737412322,-1.297426843,11.20941992,-3.597719217,-0.172328657,9.25051719,2.199827548,1.495450644,5.747761228,3.308439857,1.922420444,-0.939275823,-7.123596299,-6.375096009,-0.257903658,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav23.wav,0.272268047,0.073107034,935.3441117,938.145243,1715.164629,0.051548819,-269.001208,160.7050883,-21.39656936,3.597669336,28.92634864,-8.560584348,0.699170352,10.73405482,-5.481103698,1.975873761,9.078937087,-0.211537552,1.453495569,6.318823638,4.771007428,4.021275683,-0.909969802,-7.590470283,-6.286226302,-1.636736201,Bansuri,F,brindavana saranga
Pannalal Ghosh - Raga Basant.wav24.wav,0.22334098,0.088889711,977.6682804,890.5062934,1691.056441,0.059752095,-270.0757772,156.4985524,-23.27850498,-4.496849812,19.81102255,-13.52942293,-1.494328017,11.87294623,-1.977763824,5.610472414,12.77996498,1.489790021,-0.611923704,2.396484479,0.569879572,0.506970355,-2.031670415,-6.394583846,-4.626728257,0.185343754,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav25.wav,0.259539711,0.070289344,962.5141603,895.0380919,1739.497815,0.056357936,-271.8434789,152.4801883,-18.67240976,-1.937755482,23.07030343,-9.680505582,-1.732378293,10.34216916,-4.144924437,1.599766154,10.42036166,1.617512087,0.331675783,4.015158453,1.561071703,0.193454517,-2.763649456,-7.482090464,-5.220092186,1.095200783,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav26.wav,0.195145577,0.103508867,913.0339643,805.2650262,1478.524393,0.062999241,-292.957697,150.0933474,-13.56208672,-7.821542803,18.23478674,-5.56822417,2.485053046,16.44287443,4.307874145,6.25025748,13.38807619,3.308217133,-2.288562215,0.863893175,-0.205544631,-1.019666114,-1.057567008,-5.655005047,-7.402946875,-0.816262175,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav27.wav,0.2629822,0.073510714,956.1150854,908.377413,1746.231107,0.056957705,-268.6041166,157.9601933,-19.80807685,1.416292765,26.8610809,-9.269249691,-1.132618437,9.4351035,-7.0495101,-0.214473976,8.397423112,-1.034217944,0.437486951,7.01353927,4.718742291,2.340400169,-1.020084627,-6.042850468,-5.244415817,-0.789536562,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav28.wav,0.236640688,0.078069568,924.2648583,867.1554099,1642.148403,0.055583186,-273.8034155,154.2138318,-14.66133056,-2.470744317,23.27478694,-8.487613994,-2.70243272,10.05218912,-4.309037724,1.166209569,11.84575091,1.399997376,-2.529528757,2.956997879,1.856449902,0.77345629,0.185667066,-4.541479487,-5.569925031,-0.574316015,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav29.wav,0.22800918,0.090380505,951.0990534,875.5097051,1681.93983,0.056679551,-259.4942533,157.7059679,-21.014895,-1.659499405,23.21223574,-11.68489869,-2.030421253,10.2155414,-3.499756539,5.040244469,11.85877028,-0.259543377,-0.46530943,3.739599173,-0.032313766,-0.612917574,-1.665160637,-6.601296683,-6.156617681,-0.363908079,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav3.wav,0.212219315,0.094943441,746.3301604,763.4914345,1305.392106,0.047311883,-289.6754364,174.6429197,-4.701433232,-0.642777695,26.91107648,-4.02551408,-3.28791054,8.572539897,-4.833937033,-2.150818244,10.24546833,5.893485302,2.901514623,6.837510883,5.983375982,3.098849257,-0.757054861,-7.021206915,-8.715365954,-3.880601348,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav30.wav,0.234251536,0.098793104,986.637762,889.8121939,1643.190064,0.064556299,-283.6752582,150.6583955,-21.7265638,-5.349089356,23.03826088,-6.204195091,5.43828687,21.43473746,4.353021059,2.593473303,6.456958691,-4.78419958,-5.291335896,3.305784195,3.841316529,2.64985396,1.910742372,-2.376758383,-5.190768676,-2.973197107,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav31.wav,0.231302471,0.087049246,961.1595881,836.7979694,1552.990609,0.069577433,-282.9386668,152.2936235,-16.98421716,-4.222561058,26.21898459,1.282473448,8.115546887,16.20380501,-2.666113048,-0.001101531,10.78192557,0.895963906,-5.656421373,-0.206706674,2.165325358,1.759546495,2.05747286,-1.661460374,-6.099086289,-2.114672489,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav32.wav,0.234588308,0.08450561,798.3618822,766.2371501,1362.141763,0.05144111,-286.6323724,162.4071669,-2.893433938,-7.794251555,22.62863021,-2.522575098,-6.020331889,9.888350505,1.415173074,1.500223479,13.40290815,5.106520599,-3.556702259,3.330619966,4.562926639,-0.116366992,-0.754478141,-3.957625764,-6.948024523,-1.820500934,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav33.wav,0.250623179,0.088154458,820.3686984,810.636046,1447.199582,0.050233634,-268.1366194,168.929879,-7.226669085,-4.40686676,26.69408385,-3.715626944,-4.643972208,10.31333012,-3.095566308,-2.290455934,10.25023303,2.143349242,-1.829373541,7.198384298,5.936316928,-0.220812477,-2.122745442,-5.980629154,-6.886395494,-1.088448056,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav34.wav,0.239430737,0.064835444,706.2514803,754.9511324,1257.346353,0.043502629,-330.7728566,166.9104689,-7.889458333,-2.074571502,28.75080845,-3.392230078,-3.484515228,12.06887744,-2.573818699,-2.18270396,10.15154482,1.186721663,-2.710376335,6.386923356,4.86045221,0.007147868,-0.179607739,-3.986605556,-5.837598143,-1.069183151,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav4.wav,0.214728096,0.100032747,731.7070285,768.0500177,1286.092223,0.046172812,-283.2132864,163.0500253,1.321715939,0.548093837,25.5230357,-2.239277715,-3.074660137,9.073061598,-2.862731563,-2.360502457,7.495024648,1.434410471,-1.393074926,3.936325653,2.832913437,2.35645367,4.261807895,-1.272558996,-7.003635188,-3.825720552,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav5.wav,0.205526704,0.123025805,771.2602969,724.4240504,1274.450627,0.050807705,-277.5964901,171.6409294,-6.218051324,-4.292156564,22.49602885,-7.596723466,-7.044887181,6.146333136,-3.060035336,1.945004199,12.63109377,7.088296885,3.717638626,3.672836451,-0.582080616,-0.455601088,-0.347898783,-6.89817909,-9.411922955,-2.967227257,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav6.wav,0.222365182,0.106824093,737.5378461,746.3622455,1296.608826,0.044944173,-289.4100086,172.728019,-5.895967729,1.278808878,27.9071406,-4.500817213,-2.661047862,8.699389993,-4.379909527,0.757418241,12.18290422,5.433443121,2.181000515,4.658268794,3.352785746,3.73077471,1.098874934,-7.399277774,-10.36435843,-4.566411724,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav7.wav,0.217189934,0.080360487,789.4552298,789.502335,1401.149861,0.048663727,-290.9963832,167.5637642,-6.558344702,-1.148141992,25.87284669,-4.564776035,-3.023114572,9.58847635,-3.140150145,-1.18895942,9.382515793,4.090093735,1.115485825,4.475145936,2.994405662,0.993960433,-1.099996007,-6.38243807,-8.250823439,-3.159278127,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav8.wav,0.245532977,0.088500939,804.7524042,825.5953153,1456.007862,0.048543924,-272.3877907,156.0949519,-3.335860311,-1.36952539,24.98944025,-0.871836773,-2.165958937,7.139511017,-4.193089615,-2.018093959,7.400626085,2.034401166,-0.396181854,4.154867242,3.938298707,2.522470928,1.104026502,-3.975543111,-7.421491343,-4.281182749,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Basant.wav9.wav,0.200156564,0.117965087,799.3957315,723.4090225,1327.491973,0.052645184,-278.7859372,172.2151796,-11.96448532,-5.744793392,22.24935698,-10.66179134,-8.672387681,5.21221798,-5.345818846,1.293244899,13.39422935,7.600159358,4.798412325,4.547074022,0.036772707,0.520505257,-0.83072846,-7.897229768,-9.398249262,-4.553554378,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Bhairavi Thumri.wav1.wav,0.161686256,0.135900155,904.9307113,1046.563829,1317.583699,0.059194653,-299.3510153,167.1354615,-16.45599348,-17.67596334,16.04505622,-10.73578469,-7.182627361,5.032173349,4.105076603,10.08664837,19.09513647,5.180059511,-0.462788705,-0.082326194,-7.128268517,-14.05625693,-4.44303572,2.997367941,5.632155652,5.371362333,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Bhairavi Thumri.wav10.wav,0.187648793,0.121478431,977.7400167,1065.155579,1510.465866,0.060410821,-263.2310513,176.9108044,-31.14362118,-9.90963072,14.42747475,-15.53368201,-1.190832664,5.164889872,5.375201041,10.3754526,10.85037445,0.439861996,-1.539234341,-2.454342343,-3.554659215,-6.299064594,-1.366482192,0.462935013,5.556330479,10.89951388,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Bhairavi Thumri.wav11.wav,0.161557752,0.165112168,990.776451,1006.770331,1521.832464,0.062300077,-259.3499232,169.9430986,-36.55271628,-10.69311473,10.62321639,-19.29272691,-5.912844301,6.281119892,10.18677041,15.3679812,14.76035266,2.991039934,-5.534101554,-8.284000894,-7.111375539,-7.162017942,-2.7112822,1.095152328,8.565118998,14.74043655,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Bhairavi Thumri.wav12.wav,0.182123476,0.115164898,1068.627368,1075.444052,1675.464869,0.069360881,-261.8746926,171.9861573,-39.23962825,-8.0078128,13.44093987,-16.88818827,-0.353793684,8.867216225,5.961712969,6.652640672,5.744315552,-5.034975829,-1.930753989,6.924374951,5.338465165,-1.370760223,0.947770382,-2.424077073,-3.320924083,3.087558539,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Bhairavi Thumri.wav13.wav,0.164522364,0.141997337,993.3811141,995.4825904,1455.566198,0.064865065,-271.7789156,168.2195238,-32.92280137,-14.08585701,8.696216965,-19.69297839,-4.424024694,10.36873137,10.54789714,13.6924424,10.50787751,-3.066754239,-7.029868325,-5.076613975,-3.091552645,-4.255696925,-1.483352915,2.464933098,6.852108753,10.19832514,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Bhairavi Thumri.wav14.wav,0.189835369,0.122984208,1115.323138,1099.389519,1668.373245,0.074901286,-265.0431973,167.0204045,-42.94033853,-13.12144085,10.76392372,-16.84203255,3.513328898,13.85240336,11.77196731,12.47168332,9.016857191,-4.446987093,-3.041823227,2.331525875,0.672233726,-5.646471945,-2.015756377,-2.573072013,-3.3771321,2.845296175,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Bhairavi Thumri.wav15.wav,0.164586378,0.140599579,1007.923125,1022.003839,1571.557164,0.063520024,-254.1962411,172.2708198,-38.09097851,-6.771225793,11.61576088,-19.4267695,-3.179096331,6.157950749,7.300258297,13.14740726,9.282462871,-2.328108975,-7.174093775,-5.986236559,-3.579796596,-6.230176763,-3.242218622,1.065556601,2.536205205,4.562834551,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Bhairavi Thumri.wav16.wav,0.191778698,0.126302153,1035.942938,1002.667507,1612.981913,0.068349549,-246.3948055,181.4118149,-43.12501279,-4.755445632,11.0611901,-16.80666933,2.824000328,6.473177213,7.380949839,9.893690866,2.424391896,-8.267418982,-7.37866313,-0.832913476,1.002951953,-5.991475276,-5.135471708,-2.51715144,0.076415882,4.354839177,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Bhairavi Thumri.wav17.wav,0.23095098,0.098093234,1097.594166,1098.36942,1925.337524,0.07355598,-270.1367627,165.7311739,-38.59770861,1.376749921,12.09569942,-14.3613942,1.269122561,2.398625186,8.178040861,10.49594476,2.956966407,-7.073165084,-7.025715311,-3.800232329,-2.501287797,-8.58112503,-4.919361498,-0.14259712,1.520415874,3.852761845,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Bhairavi Thumri.wav2.wav,0.181040443,0.138177738,945.5528084,1087.408944,1429.90802,0.058815215,-266.0152473,167.8005275,-20.42001422,-12.89758962,16.54025858,-11.30289905,-5.770180099,7.545732088,8.014044839,14.34926871,15.76175727,2.173778817,-0.191196147,-0.476499017,-8.182942202,-11.60649367,-4.460604184,-1.46848158,2.570511041,8.334772445,Bansuri,G#,brindavana saranga
Pannalal Ghosh - Raga Bhairavi Thumri.wav3.wav,0.162254342,0.157263607,938.819443,1033.02956,1411.016468,0.060602052,-271.3575207,171.7256367,-25.48836787,-10.5053682,19.15225345,-13.05237709,-7.026900856,5.131948303,7.485318261,14.96179868,17.46096812,5.165910274,-0.528136267,-4.630069946,-9.541343281,-11.53410669,-5.457947829,-2.885346699,2.432484584,10.36786512,Bansuri,G#,brindavana saranga
