filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Class
Mokshamugalada.wav21.wav,0.192070211,0.030193359,1262.446779,1670.704251,2072.11247,0.051039752,-381.93786,121.6863737,-22.1272313,0.796137456,9.622008518,-18.25843961,-3.954494551,-1.447381877,-21.45018531,-16.85121951,-13.71773736,-14.08794425,-7.757709797,-5.520749553,-3.303010346,-5.570916028,5.294598219,13.63111286,14.64159386,17.346131,Flute
Mokshamugalada.wav22.wav,0.18448011,0.04795713,1060.993515,1416.072197,1611.840253,0.045762762,-359.9345073,140.1630214,-24.40786243,-6.879704613,-3.656327335,-25.89806989,-9.488083734,-8.356893226,-21.84653344,-14.63929783,-14.05981997,-14.24363756,-11.43173008,-6.981397312,-3.277583768,-4.827368083,4.370519869,14.46893852,11.12288835,17.41019313,Flute
Mokshamugalada.wav23.wav,0.203781761,0.027889535,1449.935999,1717.49032,2396.860507,0.072306063,-392.6234864,112.883677,-31.69749557,8.334793332,12.75211716,-16.2057136,-3.576221729,-4.050129488,-19.98816506,-14.28947251,-12.57707259,-8.973208906,-3.98204325,-5.675855236,-3.54320443,-6.200930718,3.53363194,11.33657145,9.498692799,13.00756785,Flute
Mokshamugalada.wav24.wav,0.188545039,0.032783892,1702.595577,1767.7302,2592.534323,0.100721613,-383.3510265,97.9347297,-37.15658268,3.93332435,12.69512299,-6.172875316,5.645293649,2.563499355,-21.55148216,-18.7127156,-11.53446636,-7.004592729,-0.337581107,-1.369878195,-5.218579046,-8.051502017,-1.072165614,6.331719533,2.574163544,0.231818126,Flute
Mokshamugalada.wav25.wav,0.249313745,0.013195356,2283.987962,2063.593486,3861.518317,0.154931792,-383.4140417,76.36903247,-36.56581538,22.339553,10.56286041,-6.84073166,-3.602735486,2.740342139,-23.86575117,-14.45262681,-7.733599808,-3.820372652,-0.012003855,3.129398263,-6.857442327,-6.62074819,-4.321027653,3.828919024,3.984240369,8.178016847,Flute
Mokshamugalada.wav26.wav,0.257963558,0.016856745,2290.375163,2004.67202,3851.50171,0.15168578,-356.483079,75.75061293,-40.56898513,25.10351166,5.326500635,-8.673918005,-6.886025567,0.591090616,-22.13558946,-15.69882757,-8.628771672,-4.68060287,1.350904235,2.468870797,-7.888021235,-4.353327373,-5.776112493,5.328203594,5.426925627,9.308192284,Flute
Mokshamugalada.wav27.wav,0.237356172,0.017250665,2412.350019,2019.81689,3960.892716,0.162642252,-362.1443257,69.3983658,-39.88321281,23.068366,6.59585985,-7.510059646,-8.125090814,1.975966363,-21.04056551,-11.94939445,-7.219280275,0.406778523,0.535532069,-1.711723355,-8.274943607,-3.813764195,-4.471991085,2.728359825,3.839214891,12.30542444,Flute
Mokshamugalada.wav28.wav,0.257276729,0.016891582,2254.932161,1973.911821,3890.69314,0.139082303,-346.3207264,77.60935427,-45.38559217,27.27995859,0.566610899,-7.814565168,-10.06200709,2.493393752,-20.41661241,-15.56251974,-12.11006051,-6.984148883,-2.111071814,0.607791679,-7.418027078,0.163759086,-5.233940802,6.90098296,4.541546336,11.69054451,Flute
Mokshamugalada.wav29.wav,0.204162901,0.051194713,1987.739512,1836.467591,3090.289647,0.122145898,-370.5612165,71.29110828,-34.29757548,10.48332435,11.19077497,-0.092849777,0.555426611,-0.557537948,-24.15166612,-21.84835557,-5.889276052,-1.239478544,2.493466762,-0.546705343,-6.579062958,-4.971350317,-1.714616197,6.08862928,3.96227035,-2.426924052,Flute
Mokshamugalada.wav3.wav,0.191431027,0.047651485,1532.025607,1695.220776,2493.068258,0.082960194,-384.3736242,102.8133334,-34.86275818,7.123922711,13.7213454,-12.92924385,-6.253000086,-1.527069388,-17.85175881,-6.832511639,1.013503747,-1.203215815,1.068491645,-5.486923963,-9.281063431,-10.98964581,-4.849544381,0.53730147,3.429078759,6.419579952,Flute
Mokshamugalada.wav30.wav,0.186867654,0.072724752,1668.585325,1656.707802,2287.402835,0.103406404,-353.3100897,89.35636551,-38.30481668,-7.97659147,6.929767272,-2.019025974,5.558865149,6.442895268,-18.72620119,-19.2744763,-10.65658064,-6.201804187,0.363695339,0.16491868,-4.43253473,-7.09669943,-1.838019513,5.545834346,5.391608996,1.570861377,Flute
Mokshamugalada.wav31.wav,0.173564305,0.079246596,1558.173137,1562.280178,2202.570015,0.094374335,-351.665748,94.6928132,-40.61035497,-4.861995715,6.6711758,-4.979063478,0.628985517,3.320441305,-20.28536437,-16.8619377,-6.574619935,-2.414283425,3.037366011,-0.670594623,-8.164855821,-7.837279133,-1.431958156,1.774487434,1.455297412,0.450655186,Flute
Mokshamugalada.wav32.wav,0.209534214,0.052944548,1666.430038,1687.233088,2362.660713,0.103469896,-356.2095174,93.65866923,-39.6378311,-11.86379322,3.945275299,-2.371818997,7.149623725,9.773245282,-18.31772432,-18.90559519,-10.7373501,-7.109469223,3.367137445,2.371486017,-4.683536981,-7.914728092,-4.351493813,3.69099537,5.288334517,5.189476993,Flute
Mokshamugalada.wav33.wav,0.180525149,0.055011507,1506.385643,1586.373468,2063.829187,0.090063703,-351.7681041,104.6234935,-39.73414795,-14.68175029,-2.829227587,-7.274475556,4.27221868,13.46898855,-11.61774469,-15.65143931,-14.82506959,-12.32573476,-0.216166709,7.982882299,6.760189147,-0.97321855,-1.855481287,-1.369829991,-4.462522838,2.317425799,Flute
Mokshamugalada.wav34.wav,0.210344102,0.072975837,1793.885229,1737.462089,2526.393057,0.114428635,-362.0618208,81.09221228,-37.06624068,-2.269851605,14.54822624,1.794307198,5.447485982,2.891822163,-24.57443229,-19.50115262,-6.685408977,-4.385229976,-1.719823682,-4.881682834,-6.916450973,-4.750838081,-0.985320471,3.463519894,3.917296181,3.69968206,Flute
Mokshamugalada.wav35.wav,0.18370458,0.065759659,1853.403227,1678.783549,2576.776085,0.122160637,-354.643856,79.69530642,-43.48962901,-1.411088881,17.22425161,4.058745838,-0.485120933,-4.634179168,-23.0995791,-8.947960233,2.115482352,-5.491379578,-8.315799891,-8.385117019,-5.447741711,-2.935357054,-1.413015867,0.310773825,6.028738515,15.52849608,Flute
Mokshamugalada.wav36.wav,0.175995657,0.068388075,1621.945396,1570.386423,2195.111726,0.100963108,-344.8482962,96.01258673,-46.62039952,-12.76243836,3.783041984,0.788026843,4.357686842,6.229083941,-17.96150291,-13.00121258,-6.583814876,-6.50928458,-3.441446707,-1.185937898,0.43033835,-2.127140533,-2.991308677,0.62618455,1.728225293,7.322551397,Flute
Mokshamugalada.wav37.wav,0.152965166,0.050123841,1271.570026,1585.506604,2102.512286,0.051837177,-373.8967238,118.4596482,-32.8425058,5.460682424,11.24874369,-15.20480241,-8.479310507,-7.707398611,-24.29435471,-16.52420306,-13.86020862,-11.36569189,-1.634586919,1.448717894,1.043740782,-3.941304586,2.421783942,9.746492605,7.412308212,5.92049664,Flute
Mokshamugalada.wav38.wav,0.19574953,0.033111259,1357.632617,1696.999935,2256.128024,0.065147754,-394.2961611,121.0764726,-26.94851153,11.41358598,15.22387867,-15.84030301,-5.083481283,-2.87388318,-25.30017662,-13.59651339,-10.82144214,-7.870408761,-3.858295734,-5.671316258,-5.736560798,-11.12391607,-2.900521238,3.775854016,-1.203332903,3.603102099,Flute
Mokshamugalada.wav39.wav,0.187901976,0.017129397,1380.738605,1817.514965,2500.50988,0.05241087,-397.4510532,121.9222367,-24.56773865,17.91143029,18.47476696,-13.34245254,-3.900799647,-2.293338269,-23.33632779,-15.12127703,-14.15166026,-8.726921108,-4.946359549,-7.42849843,-7.710518569,-11.82395473,-2.306915216,7.319391294,-0.607014018,7.112062025,Flute
Mokshamugalada.wav4.wav,0.209914485,0.044139933,1506.66647,1708.608402,2441.868568,0.08156829,-380.5848219,105.9655648,-31.28443603,6.18531693,14.21391478,-14.63432916,-7.579782256,-5.632508282,-22.87079117,-14.59915231,-7.090591407,-4.136002466,5.11170197,2.906717408,-1.771248668,-7.030809056,-2.00963401,2.017702457,1.43665131,2.05279405,Flute
Mokshamugalada.wav40.wav,0.193551797,0.02487025,1275.472439,1710.76058,2255.278029,0.051371949,-389.4904874,125.5147181,-21.0743838,14.5701349,14.81464902,-17.59745742,-6.444433815,-3.139918862,-24.94621454,-16.00093361,-14.0716884,-11.77304157,-5.53387149,-6.95127089,-7.248101548,-11.89804162,-3.581560435,2.30148431,-2.738036734,2.895471765,Flute
Mokshamugalada.wav41.wav,0.232387192,0.025993377,1458.223604,1783.221155,2407.343776,0.075438319,-407.148826,116.2440077,-29.57162885,8.992039748,17.25012991,-13.80501326,2.357420136,2.853575277,-22.15987309,-15.60395537,-14.22028394,-14.35829328,-4.415365212,-4.069479049,-5.553630931,-13.20519696,-5.566935967,3.772930514,0.69067592,11.0580649,Flute
Mokshamugalada.wav42.wav,0.189108126,0.032419022,1284.434816,1696.395639,2148.320343,0.055698076,-400.1471041,121.3898895,-24.84485932,8.59820804,14.5635348,-15.98693524,-0.920216467,2.223034921,-23.44251482,-14.56443941,-13.61403043,-13.07820172,-5.336340893,-6.683095276,-7.100296754,-14.57383429,-7.510225661,0.38800736,-2.206849704,8.706990556,Flute
Mokshamugalada.wav43.wav,0.186052456,0.034287196,1206.723704,1631.706307,2070.762478,0.047577566,-383.5714231,128.6634095,-24.54920434,10.58862997,10.69849872,-20.06724658,-4.217546022,-2.612563729,-22.80422148,-14.42129063,-13.44752102,-13.28359108,-5.900991209,-8.38419718,-8.151951682,-12.23058136,-4.887927259,2.164095833,-3.43850086,2.293051491,Flute
Mokshamugalada.wav44.wav,0.204908451,0.022621749,1295.466726,1738.002823,2297.161109,0.05078314,-390.7452547,128.2178502,-20.54083408,11.82000385,12.7015692,-18.87901841,-7.056050704,-1.292638044,-23.55412009,-12.6756925,-11.02440817,-10.69204395,-6.662749918,-9.188537424,-8.005946116,-10.58690265,-1.566383339,4.351482802,-3.184084982,1.486271586,Flute
Mokshamugalada.wav45.wav,0.269197292,0.01044057,1891.708047,1952.765967,3248.047026,0.104741997,-389.340387,100.5796514,-40.89976966,21.88893434,12.47152501,-10.29521478,0.993603404,3.46873736,-20.45490658,-16.64750332,-14.21150933,-14.49537506,-2.046044936,-3.204649923,-6.882179263,-4.478521889,-5.277403702,4.940109169,2.546419085,9.049440787,Flute
Mokshamugalada.wav46.wav,0.262113758,0.014095085,1766.93353,1850.869791,3147.10597,0.091167249,-375.5894167,107.5819489,-42.9018198,23.95944657,6.055214853,-14.08888377,-2.642580843,0.07177136,-18.70675128,-15.0762566,-19.25917645,-11.88035997,-0.423178313,-2.62775453,-4.576414524,-1.185435446,-2.52263999,3.854371049,-0.47498676,6.70944934,Flute
Mokshamugalada.wav47.wav,0.246789852,0.020016145,1688.049253,1812.001645,2863.557684,0.091647216,-385.867026,109.4276554,-38.92518193,15.12587219,11.05108511,-12.87451242,-1.723534788,-0.254406136,-19.87680951,-16.35416578,-14.33669702,-13.46839566,-4.841371068,-6.612134343,-5.368476364,-1.937156093,3.269089052,11.57072075,6.517944561,9.062966673,Flute
Mokshamugalada.wav48.wav,0.165510276,0.047679834,1179.436863,1521.360643,1907.730131,0.052640271,-377.0401053,123.3871975,-28.26676923,-0.326942707,6.70855155,-18.17353097,-6.42890997,-5.016957888,-21.88510535,-14.82134762,-13.65607957,-14.02078008,-12.08711262,-10.32463529,-2.819158621,0.529231116,15.36895102,22.38636139,15.34620733,14.96481098,Flute
Mokshamugalada.wav49.wav,0.191656563,0.050846361,1207.419264,1511.062309,1889.07191,0.058118318,-362.0853886,130.7580687,-32.07853828,-4.125949398,0.501815048,-21.30572138,-8.092484938,-6.05702219,-21.00819119,-14.86229786,-13.4787532,-12.59788899,-8.352179701,-5.089120179,0.275346732,2.826140452,9.45417961,16.25329465,9.984854215,15.59410117,Flute
Mokshamugalada.wav5.wav,0.178815551,0.037030224,1444.362464,1694.653169,2406.835446,0.070616731,-386.3850094,110.1693384,-33.05028326,8.865636988,14.50186179,-13.88075108,-4.793732862,-4.755308928,-24.93465133,-14.12035254,-7.327723178,-4.875732964,6.144242545,4.046119462,-1.04558751,-8.03613146,-3.662204447,0.544590881,-1.778979252,2.873202375,Flute
Mokshamugalada.wav50.wav,0.202225103,0.047565442,1281.014841,1566.042191,1981.254686,0.065224473,-359.9457564,122.0647505,-26.90228658,-7.186297445,0.959970711,-20.71584545,-7.061681255,-3.351957231,-20.69793902,-16.77213926,-14.1871135,-13.33078332,-7.726750543,-1.859970578,-0.168765468,-0.636085904,6.388616285,11.54856328,9.54522306,11.68284844,Flute
Mokshamugalada.wav51.wav,0.21303925,0.044369202,1279.924267,1572.248831,1962.3798,0.067872228,-362.8735295,126.4615693,-28.55418683,-5.249719337,1.477926278,-22.35310023,-8.993747234,-5.309154356,-21.02149672,-15.45351481,-13.65803269,-12.15928445,-6.708047151,-2.908150769,0.684856895,1.615172615,6.143001723,11.23677619,7.979766926,12.49730598,Flute
Mokshamugalada.wav52.wav,0.209654896,0.020171698,1554.891502,1809.929328,2755.550004,0.069662466,-387.2582749,113.0811151,-35.39468026,15.81191031,11.35452265,-14.57365775,-1.76586041,-2.126312011,-21.66215811,-15.28555771,-17.96007266,-11.18119751,-2.216659559,-5.15225885,-2.836239202,-4.394821389,1.415807869,9.117296423,4.920208454,12.10276079,Flute
Mokshamugalada.wav53.wav,0.251710379,0.015990147,1668.495929,1781.060558,3087.731329,0.079089469,-357.1838693,116.4861032,-44.14737966,22.12438897,1.748787855,-20.28800973,-4.310053235,-4.708276575,-15.99591401,-12.06086548,-22.18307506,-10.32315129,1.30914928,-4.349697753,-2.981331909,2.088955558,-1.446923408,6.31170222,3.610581563,9.73996709,Flute
Mokshamugalada.wav54.wav,0.204639035,0.059130523,1729.166413,1722.072749,2671.942176,0.098887157,-363.0951843,87.78093543,-39.66756481,7.700740939,11.76776833,-2.8991209,5.405700398,2.32398747,-23.2646463,-19.99359553,-11.24936137,-6.913408842,0.014548771,-5.332290267,-9.235636087,-7.19713046,-0.330418595,4.891746446,3.192134517,-0.688702535,Flute
Mokshamugalada.wav55.wav,0.153393878,0.09038578,1499.385005,1532.197634,2117.645528,0.087804836,-337.1686298,96.27126118,-41.9121989,-6.713779598,3.954919523,-4.593019459,-1.402640657,-2.02334585,-24.47192412,-22.09996262,-6.989714084,3.553259704,10.07376375,4.696566593,-6.57027414,-14.53720512,-10.38302733,0.764237742,3.247612277,-0.616829103,Flute
Mokshamugalada.wav56.wav,0.153755842,0.075764671,1591.929907,1571.210519,2073.220797,0.099647168,-345.0818996,90.95846179,-44.59307452,-14.14939724,-0.439183202,1.400518274,14.98372614,14.86354231,-19.3095238,-25.75937051,-22.83204729,-10.99752438,3.09780095,5.340530951,-0.007206351,-5.999050759,-4.493226268,-2.167705015,-3.389523635,1.339526794,Flute
Mokshamugalada.wav57.wav,0.153725746,0.070170999,1627.903299,1680.013607,2541.692964,0.088012317,-333.8608052,89.8828493,-42.73913176,-0.111022465,5.462274581,-5.697864274,-7.250910175,-9.607197801,-25.525982,-14.5654028,-1.190515176,2.08244695,-1.954154352,-4.402379086,-8.615437011,-6.822625567,-7.248702982,-5.931224687,-1.596747573,4.010724484,Flute
Mokshamugalada.wav58.wav,0.164275678,0.074829869,1657.488416,1683.934367,2583.71771,0.089570887,-312.2803353,90.57181949,-44.41506519,-6.379276111,-0.187824753,-4.857457943,-1.306263366,-4.796504339,-26.73431586,-22.9609501,-7.260076303,2.691610532,2.700891938,-1.216842257,-6.349108153,-6.306797873,-5.724617802,-2.361076001,-1.497086287,-2.667035551,Flute
Mokshamugalada.wav59.wav,0.188172836,0.064068511,1682.408074,1660.152869,2480.093337,0.097570083,-322.5472476,93.72686897,-46.2614722,-13.0619781,-1.251133532,-4.348992487,-1.255383453,-3.06020914,-22.423764,-15.70604773,-1.344889398,2.255309554,0.71015304,-1.740319461,-4.879290234,-6.572921505,-5.481825028,-2.50377957,1.976359477,7.570589979,Flute
Mokshamugalada.wav6.wav,0.195927158,0.041573931,1555.69237,1725.169337,2524.476402,0.0827221,-377.622237,102.5341876,-34.75222889,4.007550121,10.09869431,-14.60501196,-8.188610024,-2.236388278,-15.27991675,-3.853686889,4.182073751,-1.694385008,-2.651532691,-10.0562702,-12.14573331,-9.39427288,-3.10757689,3.53336051,9.777501992,13.04949006,Flute
Mokshamugalada.wav60.wav,0.194744737,0.040001579,1560.767643,1681.066721,2534.051344,0.082842659,-362.4683258,102.6273563,-37.93334787,2.275751863,6.805461515,-12.87636073,-4.973815783,-1.505467577,-18.92857403,-12.65321641,-7.687200642,-7.395003726,-0.150099238,2.066717341,-1.899705238,-7.136871074,-4.958790108,-3.482423721,-0.486171639,2.852146024,Flute
Mokshamugalada.wav61.wav,0.161720956,0.074026264,1519.12881,1634.925941,2484.409977,0.079109121,-327.3891228,92.66231599,-33.67982096,2.02572432,4.440658312,-10.58655555,-9.910126788,2.861412633,-4.70134411,-3.494646864,2.190693588,-5.768409303,-10.81072532,-12.5578274,-10.9609842,-1.605235804,1.335701494,4.080759327,10.76122779,13.28328831,Flute
Mokshamugalada.wav62.wav,0.190694116,0.076134034,1414.667957,1637.97722,2363.594041,0.073780733,-289.2635753,119.219474,-24.49963888,11.55967475,3.726388273,-1.499719815,-3.686202353,6.835924336,-5.630950527,-6.001993488,-3.674711492,-2.716204437,-4.584206527,-3.286184315,-8.519513723,-2.163072372,-2.293020816,3.128537801,4.214791983,4.808584308,Flute
Mokshamugalada.wav63.wav,0.222463141,0.076472081,1518.383015,1747.123622,2636.525724,0.074908088,-275.7526387,111.8274407,-24.37698109,16.51484697,7.778850428,2.524648673,-2.144935869,6.044375887,-8.555838724,-8.458369566,-4.369122005,0.392609763,2.556917492,5.018514943,-4.242565221,-2.25149779,-3.053858604,2.047389261,1.662724301,4.236034435,Flute
Mokshamugalada.wav64.wav,0.195973041,0.084581397,1471.257091,1674.883222,2346.810809,0.078854021,-267.7190372,119.3919497,-26.46465117,5.225440091,5.257667269,2.239484773,-0.053753743,7.551256758,-5.536353069,-5.47143746,-2.705523972,0.613708659,-0.051783778,0.380355913,-6.394365086,-4.812601078,-5.623846362,1.777875637,2.678689738,4.688857859,Flute
Mokshamugalada.wav65.wav,0.190219325,0.09297654,1438.304923,1653.628408,2342.885833,0.075080045,-262.8932646,117.562446,-25.0181729,8.277642089,6.598323917,1.819145565,-1.358303262,8.671082448,-4.373966677,-2.687489413,0.35942655,-0.257848018,-1.208161176,-2.089700824,-9.091426306,-4.624349945,-4.838968858,1.182260674,4.07158483,6.846443662,Flute
Mokshamugalada.wav66.wav,0.196749741,0.063418768,1356.007613,1713.144413,2310.002698,0.06473657,-307.296996,122.3355608,-17.88544219,14.11667034,15.71579053,-4.299502238,-8.452863575,2.198234764,-4.347186731,-0.360048179,-0.443041243,-3.879631739,-6.670062068,-3.754932367,-3.417391922,-0.432369175,2.164291184,7.801764474,7.792157617,6.196411029,Flute
Mokshamugalada.wav67.wav,0.228855237,0.06923344,1455.697107,1806.202291,2662.567233,0.062447846,-281.6541653,117.655281,-16.82491435,19.71219627,11.72421412,-1.778507904,-8.346401035,-0.002869504,-8.181617989,-2.497198685,1.413644051,5.091714876,4.018019328,0.18517883,-9.889799364,-6.491247342,-7.765907937,-1.460013836,3.442985679,7.868881894,Flute
Mokshamugalada.wav68.wav,0.208911622,0.102148443,1391.2398,1680.933976,2381.368934,0.062981856,-260.1175904,119.2225907,-20.89807016,11.01047742,6.874712517,-5.484960978,-8.991835187,-1.318065072,-5.0710547,-0.95350639,3.769091976,5.191629597,0.10673143,-5.37049247,-11.15348796,-4.121281585,-5.133458222,-2.139505533,3.992786079,9.262366297,Flute
Mokshamugalada.wav69.wav,0.189655614,0.102595598,1592.413258,1772.895908,2608.150896,0.087586016,-249.6195353,109.6695386,-24.02837116,6.698469748,7.964425201,5.076719504,0.992825389,7.621427567,-5.847478146,-7.865477582,-6.279653305,-1.31163861,-0.593525806,1.418399025,-4.984935308,-3.718332928,-2.119529337,2.817240075,0.268165954,0.159523024,Flute
Mokshamugalada.wav7.wav,0.174427453,0.036116209,1489.098109,1698.693442,2492.501595,0.070406982,-370.1213862,105.6623493,-32.83860929,4.933259247,10.61329807,-16.71671164,-9.784328755,-6.002194418,-19.54310078,-9.458586715,-2.793240819,-4.542042161,0.730242585,-2.380226463,-4.246634481,-4.88266157,-0.479958857,3.464197026,6.238611092,8.082812035,Flute
Mokshamugalada.wav8.wav,0.171025739,0.04835676,1677.950801,1782.178689,2685.050431,0.089758717,-367.2875032,87.17398423,-35.76478599,7.951163118,9.492196621,-10.12919078,-6.871696911,5.719990724,-7.987775489,-7.664697835,-9.670263206,-18.71778213,-13.35651663,-6.692930022,-0.916307198,3.298772325,10.033997,14.61022334,11.72667335,0.359359621,Flute
Mokshamugalada.wav9.wav,0.16490176,0.034838937,1534.689454,1695.724927,2515.484789,0.075861975,-368.7210082,110.7669905,-39.27324303,4.698711632,5.934077242,-18.3844139,-9.450525372,-2.677863788,-11.68663546,-0.466476249,1.290420993,-4.298762373,-7.145126567,-13.52100842,-8.893205949,-6.124454225,-0.312952914,8.991013693,10.46261209,12.8659299,Flute
Narayanathe Namonamo.wav1.wav,0.23395272,0.023903953,1615.604737,1900.562489,2702.400326,0.083604559,-403.8088215,108.8124645,-31.11136795,8.046472387,16.33700189,-7.870563818,1.467973222,0.527510315,-23.13788516,-17.61687242,-14.32297936,-10.49889273,-1.403010713,-1.02236115,-2.32225193,-4.245822084,5.740672799,14.16669195,5.428789037,7.68327443,Flute
Narayanathe Namonamo.wav10.wav,0.209173885,0.028059259,1506.067223,1853.03965,2558.926193,0.065865815,-390.1963789,109.7363444,-23.61219114,7.828967759,15.03133975,-10.91978828,-1.235013505,-1.17779917,-22.16044766,-17.19683378,-13.50561233,-10.80879474,-3.33251918,-5.271221311,-4.514096973,-5.227837456,4.978221004,9.57832296,6.986540328,6.251438273,Flute
Narayanathe Namonamo.wav11.wav,0.181443521,0.060593147,1415.3492,1744.762211,2206.961655,0.067495435,-343.2396852,110.1439183,-20.19664837,-10.87944781,-2.237067385,-19.96649406,-5.407386549,-2.853276329,-17.05400162,-15.94165335,-10.43605848,-8.185422435,0.509354078,4.356831904,2.498397294,0.080598041,2.418751242,7.991794368,3.201474195,0.431069803,Flute
Narayanathe Namonamo.wav12.wav,0.168973996,0.059525162,1300.850092,1703.509515,2186.161781,0.053115325,-339.4168577,113.9585909,-19.16564781,4.794531863,6.247627075,-10.85053353,-2.673305145,-2.602888338,-18.51997692,-17.45246765,-12.48772137,-9.947672114,-3.353271547,0.696131721,1.665758403,6.178595827,9.97134776,10.77017559,4.955698509,0.758120325,Flute
Narayanathe Namonamo.wav13.wav,0.192994486,0.082880549,1390.596322,1827.340304,2555.126216,0.049896524,-264.176483,119.9542123,-12.18727185,11.46782415,6.321820312,-7.761607127,-3.771176188,-2.413266253,-11.06045761,-10.37557647,-9.548662412,-5.230098312,-1.108697025,2.155996318,-1.09012027,3.708701922,4.14449127,6.688176742,1.485972342,-3.51767215,Flute
Narayanathe Namonamo.wav14.wav,0.241748468,0.065522254,1584.001468,2015.458686,2979.315318,0.060311805,-281.659502,105.8812619,-8.772973589,12.76436039,12.65886368,-5.652448925,-1.846809053,1.95238406,-5.078163066,-7.219302715,-8.090272487,-5.634163758,-3.897458927,-2.092204552,-6.079607053,-2.682839033,2.024079312,8.923595641,6.346121398,0.325294943,Flute
Narayanathe Namonamo.wav15.wav,0.20089972,0.096916139,1542.091707,1953.901859,2818.624623,0.063969001,-256.4691136,111.2419974,-10.40750107,10.97553061,8.762207892,-5.286090883,-3.182158127,1.324611559,-5.358995765,-7.710440269,-7.165923078,-4.461603751,-0.784726649,4.317191089,-1.204014986,-0.454024886,-1.426532534,5.0597265,1.599482568,-3.228950542,Flute
Narayanathe Namonamo.wav16.wav,0.192255039,0.136551559,1411.517209,1834.936882,2464.410098,0.056442214,-228.1640178,121.5204096,-10.95907812,7.964899763,6.842315785,-6.555879276,-7.265052458,-4.512182638,-7.399476423,-1.733002238,-1.204269159,5.308115689,3.685177027,-0.994763483,-10.01543012,-7.243769441,-6.089511333,1.225395446,-2.651651988,-5.545755101,Flute
Narayanathe Namonamo.wav2.wav,0.160593832,0.038865261,1367.379528,1713.739513,2300.786087,0.056684464,-384.397724,114.4296023,-30.50166957,6.043869734,10.75537855,-13.8001742,-2.987869997,-2.55558002,-19.19716746,-17.26800234,-16.28782734,-12.61981056,-4.890914238,-6.377734261,-3.102239154,-1.709156,12.45428023,17.71348391,8.7187269,7.960654049,Flute
Narayanathe Namonamo.wav3.wav,0.17535653,0.025978327,1404.083135,1825.892906,2474.410038,0.052608903,-403.9342402,110.4587836,-27.36378438,11.92652645,17.62013419,-9.633883495,1.476639021,0.652671374,-23.44979578,-18.8230262,-17.80456096,-14.27682828,-4.433324064,-5.598864477,-5.063509724,-7.673260748,5.087565587,13.70461893,8.294953099,11.63186283,Flute
Narayanathe Namonamo.wav4.wav,0.182470353,0.032162409,1460.108558,1809.312291,2459.426795,0.063667415,-384.645896,112.5134292,-27.86121878,7.555448061,9.385896038,-14.36798092,-3.962937103,-5.286256762,-23.27934893,-17.6018242,-14.5552835,-9.115051597,-0.589093722,0.765849162,5.458763155,4.720950729,9.192059244,8.704230867,-0.408866614,3.93520248,Flute
Narayanathe Namonamo.wav5.wav,0.165865902,0.052138422,1360.716354,1739.134637,2235.819814,0.057740392,-370.6832789,99.60671135,-19.63267856,3.363381439,10.94386834,-13.18196093,-6.629171564,-7.810175242,-22.86741617,-18.60501379,-11.53204706,-6.613236098,2.505803433,5.069811038,2.70793358,0.393137292,4.509952532,5.904418041,1.526236675,0.340158667,Flute
Narayanathe Namonamo.wav6.wav,0.150540068,0.065658145,1230.339294,1621.318832,1917.746737,0.051511026,-358.5159757,110.8555845,-21.68502487,-1.950827426,5.914060239,-16.7781485,-9.540545004,-12.10367943,-24.91962102,-17.84052043,-8.254719982,-1.862053556,5.120492068,3.999730863,2.035899731,-0.628151195,1.413191143,3.238359779,-1.06495502,-0.599068163,Flute
Narayanathe Namonamo.wav7.wav,0.192656491,0.06697306,1478.70827,1770.779417,2416.193723,0.071828742,-361.2184066,96.68086199,-19.98377517,0.351450386,7.707462025,-15.04020562,-6.578949544,-6.350610301,-20.16634494,-16.62198177,-8.900824194,-5.123833287,1.009085339,1.405581559,-2.086656179,-4.218141339,-0.061850902,3.76294798,0.909363535,-1.557127398,Flute
Narayanathe Namonamo.wav8.wav,0.172877687,0.056586716,1760.014062,1960.513196,2822.132935,0.087254574,-351.2317994,83.26395312,-25.05036727,-5.332694308,1.546993823,-13.35098384,1.841031858,7.238610151,-7.054346292,-13.3871854,-13.48125305,-16.77778407,-7.922009525,1.969056631,2.076000756,3.09857911,6.972234363,7.846570005,0.737368047,-2.026675947,Flute
Narayanathe Namonamo.wav9.wav,0.156121644,0.065490462,1432.559298,1725.640204,2234.353156,0.067632622,-342.4766681,102.3614054,-25.78582821,-6.393639924,-2.339149288,-22.37908577,-6.730032758,0.249504185,-9.939189195,-9.711498508,-7.297113634,-10.53584978,-5.696249732,-3.108237094,-3.435868189,-1.815163199,4.503953869,10.71200465,3.969204625,-0.482943526,Flute
Sikkil Mala Chandrasekhar - Amma Ravamma.wav1.wav,0.211543829,0.074301906,1769.053231,1680.928883,3247.772028,0.099565536,-258.8382056,104.8591942,-36.06884295,33.05953988,-10.58405118,0.730104627,-9.008643447,-4.199095452,0.499608201,-3.178528481,-5.409627898,-8.250604682,-7.32099126,-10.17395372,-3.993805166,-4.825163007,-10.87187921,3.481945236,1.710616208,-0.576944168,Flute
